phoneme,a,aː,aˑ,aˤ,ã,b,bː,bˤ,c,cʼ,d,dz,dɮ,dʑ,dʒ,dː,dˤ,d̪,e,eː,eˑ,ẽ,e̘,e̞,e̞ˤ,f,fʼ,h,i,iː,iˑ,iˤ,ĩ,i̘,j,k,kǀ,kǁ,kǂ,kǃ,kʘ,kʰ,kʷ,kʼ,kˤ,l,lˤ,m,mː,n,n̪,o,oː,oˑ,oˤ,õ,o̘,o̞,p,pʰ,pʼ,q,qʼ,r,rː,rˤ,s,sʼ,sˤ,t,ts,tɕ,tɬ,tʃ,tʰ,tʼ,tˤ,u,uː,uˤ,ũ,u̘,v,w,x,xʼ,y,z,zˤ,æ,ç,ð,ø,ħ,ŋ,ŋʷ,œ,ɐ,ɑ,ɒ,ɓ,ɔ,ɔː,ɕ,ɕʼ,ɖ,ɖʐ,ɗ,ɘ,ə̆,ɛ,ɛː,ɜ,ɞ,ɟ,ɠ,ɡ,ɡʷ,ɢ,ɢ̆,ɣ,ɤ,ɥ,ɦ,ɧ,ɨ,ɨ̘,ɪ,ɫ,ɬ,ɬʼ,ɭ,ɮ,ɯ,ɰ,ɱ,ɲ,ɳ,ɴ,ɵ,ɶ,ɸ,ɹ,ɺ,ɻ,ɽ,ɾ,ʀ,ʁ,ʂ,ʂʼ,ʃ,ʃʼ,ʄ,ʈ,ʈʂ,ʈʼ,ʉ,ʊ,ʋ,ʌ,ʍ,ʎ,ʏ,ʐ,ʑ,ʒ,ʔ,ʔˤ,ʕ,ʙ,ʛ,ʝ,ʟ,ʡ,β,θ,χ,χʼ,ᶑ,ⱱ
h,0.333459313292,0.365828450363,0.340593326619,0.368319865571,0.368574387105,0.23482607763,0.274405448351,0.301591240133,0.257618432086,0.257618432086,0.255234624034,0.457588714487,0.244250938009,0.472342077592,0.398391402422,0.30862635531,0.3348511028,0.278058562735,0.294344134124,0.303241435911,0.349741717381,0.328488359688,0.328379428983,0.294344134124,0.328182565325,0.209053227459,0.201622497932,0.0,0.294344134124,0.309043637046,0.357554176174,0.335061844694,0.335260518807,0.328379428983,0.335452641294,0.194819340894,0.389003539888,0.385502551252,0.378195180454,0.378195180454,0.341113411724,0.194819340894,0.202767277148,0.186942638983,0.229322042195,0.333776921844,0.443091433811,0.446955342913,0.477144579609,0.441741655175,0.472752927437,0.30483990231,0.333031442837,0.378144612921,0.363623343116,0.36387019939,0.36194885284,0.30483990231,0.194819340894,0.194819340894,0.186942638983,0.166895896774,0.166895896774,0.263119536967,0.331877154594,0.362395169433,0.58753303599,0.578540996114,0.660075008035,0.229512738385,0.510644635338,0.430855165779,0.268889740594,0.43738409168,0.237824920704,0.283292296142,0.346382575047,0.30483990231,0.340619279155,0.371887950563,0.37227841406,0.36194885284,0.202000304416,0.331288746605,0.120743074213,0.120743074213,0.294344134124,0.447685234604,0.505989107889,0.312132878565,0.208707929475,0.34397337408,0.294344134124,0.195606689055,0.432537802472,0.434611597122,0.294344134124,0.318196706308,0.326710749538,0.335896990991,0.221093420257,0.30483990231,0.333031442837,0.60413597994,0.595871169086,0.231310216284,0.42485272495,0.242462584712,0.294344134124,0.329205385972,0.294344134124,0.303241435911,0.294344134124,0.294344134124,0.255234624034,0.19016110409,0.201267537403,0.23482607763,0.238458454142,0.276989617828,0.13687416896,0.30483990231,0.331288746605,0.18025210536,0.531856720925,0.294344134124,0.328379428983,0.294344134124,0.40159689318,0.280077869718,0.272056589958,0.333776921844,0.355660407955,0.30483990231,0.335452641294,0.55703529321,0.448550072169,0.470058075876,0.447618808514,0.294344134124,0.323633444064,0.139347979871,0.333776921844,0.30489700195,0.333776921844,0.278271927072,0.291351933907,0.335452641294,0.18074047376,0.519787353738,0.51087621851,0.522863172939,0.51403230568,0.242462584712,0.194819340894,0.456059333694,0.186942638983,0.294344134124,0.30483990231,0.440051809198,0.30483990231,0.189109062208,0.333776921844,0.294344134124,0.390417337251,0.462714755258,0.394039358678,0.186942638983,0.217430164415,0.209156853458,0.359217324541,0.228154776123,0.158547497336,0.335452641294,0.147215931686,0.19975509954,0.26798067212,0.168292516251,0.168292516251,0.218718741868,0.372408773336
i,0.297668247989,0.322559008842,0.267202044152,0.274253879664,0.274470378124,0.20196619672,0.235137991071,0.280418334282,0.324538730527,0.315224792956,0.210551774673,0.473673694008,0.260888510002,0.478526911942,0.408330891792,0.286015267,0.309315228882,0.254847186375,0.135685735988,0.0996849188981,0.0996849188981,0.125580741828,0.121182900072,0.135685735988,0.172841911111,0.381094859435,0.376193490842,0.294344134124,0.0,0.105035746721,0.105035746721,0.172841911111,0.111018501184,0.117462877874,0.0165024139125,0.311178839002,0.61320730157,0.609488815772,0.582339400487,0.582339400487,0.453005581045,0.311178839002,0.311178839002,0.311178839002,0.372729663927,0.198141709407,0.285017963046,0.258024146784,0.300381463021,0.251022983274,0.324681953356,0.216975973185,0.245554465736,0.245554465736,0.277344666202,0.274504649231,0.29646817441,0.216975973185,0.294344134124,0.294344134124,0.283381810001,0.348226560001,0.348226560001,0.18500171081,0.198110786085,0.239280656692,0.777231738432,0.777231738432,0.871272502074,0.333776921844,0.637504131123,0.728424262246,0.360079325561,0.555389494569,0.333776921844,0.405809148394,0.421585742987,0.197748059659,0.229757266146,0.239618999522,0.263714112753,0.221152332613,0.254783848086,0.226825456644,0.342227636794,0.342227636794,0.111437926854,0.466680542271,0.523828209948,0.225729781603,0.324538730527,0.254847186375,0.133150371396,0.428425778389,0.258024146784,0.302097046686,0.155936037302,0.215876856074,0.235474311676,0.241595144694,0.20196619672,0.216975973185,0.262680900245,0.769877380929,0.751535167679,0.197630355607,0.442350508162,0.198044466373,0.180061514278,0.180061514278,0.155936037302,0.17393044134,0.180061514278,0.180061514278,0.196229285642,0.193480886307,0.202909957928,0.201520718667,0.249321006038,0.240983702174,0.202909957928,0.216975973185,0.111437926854,0.20196619672,0.672010251677,0.169219397746,0.169219397746,0.106753927734,0.317410742436,0.371237227107,0.427750548436,0.191623771722,0.272754861005,0.197748059659,0.226825456644,0.258024146784,0.196708656412,0.264048512282,0.233377158926,0.180061514278,0.289049048469,0.294344134124,0.244737988972,0.198141709407,0.191623771722,0.191623771722,0.198141709407,0.225444977192,0.249321006038,0.650654350394,0.640645114833,0.655173280296,0.645715460599,0.196229285642,0.333776921844,0.552634498066,0.388123358242,0.175524426253,0.197748059659,0.265430131872,0.216975973185,0.364160172645,0.153458507837,0.147477701281,0.435334328604,0.475378659399,0.409107530002,0.271962924391,0.330395434115,0.289472590212,0.181538531604,0.219305537812,0.196229285642,0.191623771722,0.226635350418,0.20196619672,0.368483396436,0.385707602447,0.385707602447,0.187246134512,0.204943610035
iː,0.322559008842,0.227250526139,0.226941392063,0.303785760214,0.303909092033,0.235137991071,0.20196619672,0.29651512717,0.351179063668,0.339982438201,0.245897748423,0.504500223201,0.297239676212,0.509894035233,0.441958966088,0.242022457025,0.337657180895,0.286015267,0.135685735988,0.0996849188981,0.0996849188981,0.150629363219,0.14637238095,0.135685735988,0.204129653013,0.415085115657,0.406399433489,0.309043637046,0.105035746721,0.0,0.0165024139125,0.189140159908,0.134419920888,0.132107461545,0.105035746721,0.325900207214,0.648531839616,0.646040780922,0.613316073624,0.613316073624,0.482974578343,0.325900207214,0.347553922239,0.322305680655,0.405132635992,0.221906705033,0.310005975104,0.300381463021,0.258024146784,0.287480819549,0.354195706718,0.245554465736,0.216975973185,0.216975973185,0.305608566872,0.30604236918,0.322897417316,0.245554465736,0.321918250621,0.315785193611,0.36346926486,0.38361081346,0.374524408861,0.209951900245,0.185895908172,0.276184905253,0.934792422004,0.921822970127,0.996941748856,0.333776921844,0.676797012361,0.788024018585,0.394423207121,0.582928395787,0.333776921844,0.441437674272,0.446778659804,0.229757266146,0.197748059659,0.239618999522,0.294114799202,0.259023678868,0.287852922999,0.269293527304,0.362467018106,0.353787173165,0.12264419389,0.497737138583,0.545613441541,0.260637522216,0.351179063668,0.297239676212,0.133150371396,0.450376458232,0.290464033432,0.326919997254,0.180916606941,0.250575610406,0.267068325626,0.277706357985,0.220214332846,0.262680900245,0.216975973185,0.926436583568,0.913699888014,0.22710783477,0.473965156241,0.227918740707,0.195998606319,0.195998606319,0.17393044134,0.155936037302,0.195998606319,0.203186963458,0.233948699203,0.20556972007,0.221184408721,0.236080674169,0.267206079648,0.274080545163,0.244327017239,0.232030159784,0.132912817785,0.231541611296,0.718482332081,0.184751831264,0.194299928933,0.126245149733,0.345650929408,0.404597127699,0.462644864671,0.221906705033,0.297239676212,0.229757266146,0.269293527304,0.316346954949,0.225658570117,0.317036507899,0.268247080568,0.203186963458,0.313087330488,0.336911875045,0.27831456171,0.221906705033,0.221906705033,0.221906705033,0.221906705033,0.261913110379,0.290240014197,0.694088308271,0.685433907799,0.698041255177,0.690362110945,0.214155314344,0.333776921844,0.579960349851,0.416813663453,0.191512467416,0.229757266146,0.293461373943,0.250751818018,0.383966164582,0.176773609051,0.167337545259,0.467058990436,0.506299608726,0.442786133126,0.340853096679,0.404367975237,0.319891036257,0.204553392499,0.237658070444,0.244327017239,0.209250977002,0.263793090348,0.259903951758,0.392347516061,0.414057381175,0.403986523181,0.21249430874,0.238757036873
iˑ,0.325531241712,0.230800722546,0.223407310218,0.32314609887,0.32346324622,0.235137991071,0.20196619672,0.29909722073,0.351179063668,0.339982438201,0.245897748423,0.50714908041,0.297239676212,0.513443600218,0.445676829023,0.242022457025,0.341035259874,0.286015267,0.135685735988,0.0996849188981,0.0996849188981,0.152881718888,0.148936618133,0.135685735988,0.207500774617,0.418404834329,0.410433112183,0.357554176174,0.105035746721,0.0165024139125,0.0,0.189140159908,0.136675502509,0.132107461545,0.105035746721,0.325900207214,0.651992572045,0.648268126328,0.616062896667,0.616062896667,0.486175298635,0.325900207214,0.347553922239,0.322305680655,0.408680092886,0.221906705033,0.313044814709,0.300381463021,0.258024146784,0.290982598635,0.357406444778,0.245554465736,0.216975973185,0.216975973185,0.308105660829,0.308397128306,0.325853976038,0.245554465736,0.378865864239,0.367780367356,0.367084938117,0.38361081346,0.374524408861,0.21263333505,0.185895908172,0.279484319213,0.939197580676,0.928095673348,0.998472376737,0.333776921844,0.681845835301,0.793139542976,0.397258476236,0.585398493913,0.333776921844,0.445017365239,0.44930602955,0.229757266146,0.197748059659,0.239618999522,0.294114799202,0.263137691564,0.291372445732,0.269293527304,0.362467018106,0.353787173165,0.12264419389,0.500403274474,0.548573400717,0.264176551949,0.351179063668,0.297239676212,0.133150371396,0.453610608258,0.290464033432,0.329552529996,0.180916606941,0.277695639364,0.270851792028,0.280796876586,0.220214332846,0.266383234289,0.216975973185,0.930094526649,0.917255917627,0.231015507073,0.476505429505,0.227918740707,0.195998606319,0.195998606319,0.175788704209,0.155936037302,0.195998606319,0.203186963458,0.233948699203,0.208708660611,0.221184408721,0.240070231985,0.267206079648,0.277417762756,0.244327017239,0.235662368432,0.132912817785,0.231541611296,0.722486545514,0.187294911014,0.197284967379,0.128907443067,0.34907395073,0.408369668778,0.465548347269,0.221906705033,0.297239676212,0.229757266146,0.269293527304,0.319140607673,0.229774997388,0.317036507899,0.314153245586,0.203186963458,0.316152291998,0.378865864239,0.281303290816,0.221906705033,0.221906705033,0.221906705033,0.221906705033,0.265839318221,0.290240014197,0.697875212446,0.689880501503,0.703756955996,0.692623064002,0.214155314344,0.333776921844,0.582746933039,0.416813663453,0.193810827641,0.229757266146,0.296157930978,0.254318528081,0.387794319241,0.178725559301,0.169376155679,0.470393411118,0.509203921974,0.445676829023,0.343773560979,0.408059614935,0.322322604419,0.207650121225,0.242073439086,0.244327017239,0.209250977002,0.313129855363,0.259903951758,0.395854780425,0.414057381175,0.407170275673,0.215282146665,0.242835584885
iˤ,0.348977021738,0.382683598735,0.32314609887,0.221659233959,0.328038831099,0.280418334282,0.29651512717,0.20196619672,0.372729663927,0.366436237667,0.274570561107,0.531006521773,0.317941352733,0.53577275685,0.469364809821,0.337657180895,0.242022457025,0.312302234896,0.158283473357,0.204129653013,0.207500774617,0.23556675495,0.228976489472,0.158283473357,0.0996849188981,0.447574532955,0.438543036285,0.335061844694,0.172841911111,0.189140159908,0.189140159908,0.0,0.213909516788,0.208546853154,0.187824970897,0.372729663927,0.685119611461,0.680919233668,0.646497292364,0.646497292364,0.513620005923,0.372729663927,0.383081382676,0.366436237667,0.311178839002,0.254835915873,0.185895908172,0.328038831099,0.351935823933,0.313619553216,0.385923666276,0.277344666202,0.305608566872,0.308105660829,0.216975973185,0.331671731517,0.350904534201,0.277344666202,0.349713825161,0.342186441121,0.335376440954,0.419493166568,0.41152976245,0.240547482235,0.276184905253,0.185895908172,0.871272502074,0.857396073032,0.752763508013,0.380632282029,0.715252518388,0.827161394533,0.42981392297,0.608637961332,0.380632282029,0.470969272313,0.342655762741,0.239618999522,0.239618999522,0.197748059659,0.29590276657,0.29025346923,0.314324345432,0.298454086376,0.388005215527,0.383827094373,0.143348025558,0.523828209948,0.518209665628,0.289132055816,0.388005215527,0.31797799877,0.168705173605,0.478230035356,0.316325724119,0.354542328054,0.201725540784,0.284038014537,0.296382458201,0.304351309753,0.262208410444,0.292073390009,0.319548472914,0.85908633574,0.845495967025,0.258642503829,0.502164219351,0.261207684123,0.223694502859,0.223694502859,0.193857454678,0.222414526506,0.223694502859,0.223694502859,0.262752759319,0.250505107774,0.268557535242,0.271443971033,0.298509993845,0.300997788694,0.278846910888,0.266610926044,0.154816224838,0.264446900651,0.762147481077,0.211458733899,0.222083964869,0.147120144438,0.37730393982,0.42981392297,0.492613774799,0.254835915873,0.326506332806,0.2324556068,0.28979081565,0.342160159296,0.261981284148,0.340775108524,0.297831526482,0.223694502859,0.337416675302,0.367717018564,0.303436495687,0.261708490001,0.245260308944,0.249964222475,0.253316097319,0.291392956856,0.314967381282,0.735461362024,0.725252951238,0.740519231502,0.727674599892,0.244120211762,0.380632282029,0.604964564878,0.439188759982,0.211458733899,0.239618999522,0.318393799695,0.282901042981,0.413974048498,0.199055334747,0.186265821009,0.495800794241,0.533107427498,0.469364809821,0.330395434115,0.271962924391,0.346845410246,0.233833891097,0.282777829963,0.269464522314,0.238327065125,0.2925814803,0.287294635514,0.421585742987,0.444184247121,0.434781500396,0.244357879212,0.273820316526
ĩ,0.349157281501,0.382994782433,0.32346324622,0.328038831099,0.214118655493,0.279356959401,0.296729431057,0.334024000409,0.378448227769,0.369564527878,0.278697961663,0.569197259907,0.319736234507,0.563237520013,0.546258399605,0.3379235476,0.368861213524,0.312620151743,0.161021243079,0.150629363219,0.152881718888,0.0996849188981,0.169613787953,0.161021243079,0.23556675495,0.447884595836,0.438715098627,0.335260518807,0.111018501184,0.134419920888,0.136675502509,0.213909516788,0.0,0.153505680397,0.129542033166,0.357170399522,0.68559122062,0.681691132866,0.646889430511,0.646889430511,0.509031801906,0.349101705841,0.377807866773,0.34807871593,0.435973431063,0.251022983274,0.336811162136,0.100410150604,0.114008105688,0.0983211207046,0.220881388157,0.274504649231,0.30604236918,0.308397128306,0.331671731517,0.216975973185,0.351158077499,0.274504649231,0.350076890586,0.34231793345,0.34082709518,0.415164648516,0.406823108965,0.251022983274,0.276410481936,0.303970770416,0.999,0.995796663675,0.999,0.380837370926,0.992755154974,0.922479196485,0.424626599608,0.816443403612,0.380837370926,0.471450130088,0.473916555914,0.263714112753,0.294114799202,0.29590276657,0.197748059659,0.290397320028,0.314409954141,0.298576572878,0.392130174544,0.383931387621,0.169407900499,0.579160401475,0.634537148239,0.289482136967,0.384523448491,0.318152940879,0.168961769807,0.478477407209,0.0977687455984,0.100140332966,0.202091887692,0.284281648153,0.301900285336,0.301900285336,0.262616772269,0.288398445331,0.319769393424,0.937498383433,0.927099498662,0.26381566205,0.542848923111,0.261367127002,0.215684865367,0.215684865367,0.194020572,0.222698012582,0.215684865367,0.231957544904,0.263092433443,0.250834024452,0.269000378069,0.27169575411,0.306880552746,0.301161453358,0.279038293833,0.274504649231,0.185673027546,0.26480693901,0.762783985023,0.215684865367,0.222249222348,0.147359315935,0.377572522759,0.435589812045,0.492824726773,0.264048512282,0.327830621582,0.263714112753,0.290037617485,0.132510312369,0.23674993062,0.100410150604,0.127815477134,0.231957544904,0.337695197566,0.367938851316,0.303683008728,0.251022983274,0.264048512282,0.264048512282,0.251022983274,0.233377158926,0.315203730847,0.736426713822,0.725438434147,0.740715656861,0.728236645533,0.244405403687,0.380837370926,0.812197359556,0.439318065258,0.231957544904,0.263714112753,0.318591138471,0.288398445331,0.414132498732,0.19939956501,0.186536337874,0.55300900267,0.572476971435,0.555351307631,0.321090624459,0.382649054224,0.347036478856,0.258024146784,0.286175592256,0.269641112661,0.258024146784,0.292868063041,0.287460136838,0.422823766247,0.444578603098,0.435121585978,0.244666733513,0.274167227516
i̘,0.399717057297,0.500266387128,0.500266387128,0.459172167008,0.459402372939,0.273711807383,0.291413467281,0.328865720769,0.372571866397,0.363530877067,0.272776662783,0.526313077495,0.314367144867,0.532447951594,0.464584980237,0.332410414301,0.363130852702,0.307565158551,0.135685735988,0.14637238095,0.148936618133,0.169613787953,0.0996849188981,0.135685735988,0.228976489472,0.441872023534,0.432453452243,0.328379428983,0.117462877874,0.132107461545,0.132107461545,0.208546853154,0.153505680397,0.0,0.117462877874,0.351397980434,0.678162509284,0.674540023966,0.640328682403,0.640328682403,0.504948454968,0.343268790226,0.371822962913,0.342554969656,0.429975478606,0.252597846372,0.331418430224,0.317868756637,0.346029774757,0.308730614111,0.38028070935,0.29646817441,0.322897417316,0.325853976038,0.350904534201,0.351158077499,0.216975973185,0.29646817441,0.344272463721,0.337015376523,0.335161141891,0.407776961977,0.399461369118,0.2342879771,0.270082042039,0.299301438583,0.862204368803,0.849329637055,0.940220053174,0.377113848441,0.707875058476,0.823295911705,0.418445069281,0.604032692029,0.370818928549,0.465124979407,0.468007438508,0.221152332613,0.259023678868,0.29025346923,0.290397320028,0.197748059659,0.309482506333,0.294228016827,0.387015701132,0.377706966896,0.140409607799,0.520031373955,0.562358933673,0.374640536818,0.378684728319,0.312811139407,0.161680847239,0.474159650974,0.309850932262,0.348907544872,0.328783078909,0.40559255473,0.324111117315,0.33203447299,0.255434279247,0.301693608291,0.328358897284,0.851537895481,0.839818160875,0.256407643318,0.496928067818,0.254365086942,0.201359145902,0.209039609064,0.321716500418,0.347831103746,0.209039609064,0.216880598496,0.255782227475,0.244547958802,0.262662108724,0.265682479465,0.302164702943,0.296647792438,0.273407729027,0.287098010045,0.151323614678,0.25793147936,0.753379673175,0.169219397746,0.149098933239,0.309127173219,0.37172552944,0.429223418824,0.487355251732,0.242933717751,0.323724302049,0.212285839434,0.285386016994,0.337239760388,0.254946567988,0.335808523285,0.31660685156,0.210886595991,0.388896556249,0.358117870148,0.299035960415,0.252597846372,0.242933717751,0.242933717751,0.247132453469,0.286258601984,0.309985014816,0.727113758777,0.719749594203,0.731634374486,0.7237738481,0.237753650874,0.377113848441,0.601166073917,0.429198146666,0.175524426253,0.228511959562,0.313300046319,0.293849879832,0.408563640476,0.194764794124,0.314196005913,0.490986018055,0.528675102682,0.464584980237,0.316368597841,0.376233682429,0.341557203385,0.227583564619,0.281514028081,0.263386477236,0.231707792878,0.287429010524,0.283068723124,0.416640110638,0.438414051783,0.429056551162,0.237968695554,0.267869585699
j,0.275743913373,0.303621368593,0.276882469669,0.301100075166,0.301263761104,0.282789417352,0.282789417352,0.331587239065,0.362977283432,0.354571253223,0.285510807037,0.508059505189,0.296591605864,0.48730381869,0.451271367421,0.310196742713,0.335136310124,0.310196742713,0.135685735988,0.0996849188981,0.0996849188981,0.144822663558,0.139674271461,0.135685735988,0.187824970897,0.433002140687,0.424462252905,0.335452641294,0.0165024139125,0.105035746721,0.105035746721,0.187824970897,0.129542033166,0.117462877874,0.0,0.326894436373,0.621631570778,0.618011626036,0.589838269935,0.589838269935,0.485052447375,0.326894436373,0.326894436373,0.326894436373,0.381375335816,0.201770982569,0.285017963046,0.231957544904,0.270939611614,0.201124075346,0.321492663728,0.253727701949,0.290345704812,0.293686202357,0.315688150292,0.315968645989,0.310688193988,0.253727701949,0.359217324541,0.359217324541,0.283381810001,0.348226560001,0.348226560001,0.198697781765,0.198110786085,0.247392667563,0.8003417823,0.8003417823,0.900692712021,0.333776921844,0.669071789886,0.730496930468,0.360079325561,0.580317179872,0.333776921844,0.415602486197,0.421585742987,0.226825456644,0.269293527304,0.298454086376,0.298576572878,0.294228016827,0.318920587722,0.226825456644,0.361572988371,0.361572988371,0.111437926854,0.504108891505,0.55451611677,0.213189818312,0.369052719217,0.296591605864,0.133150371396,0.442176428693,0.215684865367,0.231957544904,0.166801898883,0.247487175801,0.258219271635,0.269751417533,0.282789417352,0.253727701949,0.285438018257,0.798099329329,0.782535763436,0.247700037014,0.476358168572,0.272340505286,0.226798753476,0.222603502222,0.1722554802,0.189922725996,0.219963535321,0.229953843637,0.276496363066,0.240428185249,0.255271784026,0.262590162874,0.239998630546,0.247203432818,0.25652333378,0.240983702174,0.111437926854,0.262218361236,0.691005834013,0.209790501374,0.266644422189,0.120329419764,0.324133905065,0.371237227107,0.439059508275,0.199854919682,0.296591605864,0.226825456644,0.226825456644,0.231957544904,0.16985039001,0.215684865367,0.249446262831,0.237454952553,0.263318649111,0.359217324541,0.203306389603,0.201770982569,0.199854919682,0.199854919682,0.198697781765,0.234789907131,0.23099164058,0.666605698487,0.655651224144,0.672751220991,0.659099065172,0.26229920933,0.333776921844,0.570786488808,0.388123358242,0.217582279234,0.226825456644,0.210228687614,0.240983702174,0.397607310185,0.153458507837,0.166801898883,0.472994912493,0.483479639217,0.445588686466,0.271962924391,0.330395434115,0.298852192337,0.180061514278,0.215934902344,0.256013997437,0.188748446845,0.298341812994,0.282789417352,0.368483396436,0.397607310185,0.397607310185,0.231469040446,0.214025694118
k,0.381667190252,0.414033457352,0.414033457352,0.464162488571,0.442960553975,0.158274065679,0.180937523543,0.20497724072,0.187830221217,0.155204854452,0.176226819857,0.51423882012,0.373543844403,0.465195496432,0.455809000607,0.239306313006,0.275064781198,0.198986467509,0.311178839002,0.347749593086,0.347749593086,0.37888769066,0.372865836962,0.311178839002,0.400634194788,0.259654231776,0.284677832828,0.194819340894,0.311178839002,0.325900207214,0.325900207214,0.372729663927,0.357170399522,0.351397980434,0.326894436373,0.0,0.523984380939,0.521072388109,0.492534724145,0.492534724145,0.486773083274,0.0165024139125,0.111437926854,0.096821237746,0.187824970897,0.333776921844,0.432869770531,0.419230784004,0.453520300077,0.439943798133,0.471980105205,0.356622673909,0.388076027445,0.388076027445,0.449963483625,0.421804308713,0.415801730901,0.356622673909,0.111437926854,0.111437926854,0.111437926854,0.189691570328,0.1606129408,0.269011313948,0.357495064859,0.389503531788,0.64747910594,0.586555066801,0.671788471781,0.12750161455,0.512330421882,0.453069166949,0.173356862826,0.447220557635,0.112144848613,0.182767545595,0.215328743392,0.32032304013,0.352134528863,0.4018553085,0.384174958031,0.377976160393,0.279091431047,0.34545153957,0.194819340894,0.186942638983,0.311178839002,0.59515228841,0.667460671465,0.381667190252,0.236055194101,0.27927436305,0.311178839002,0.31561222486,0.406707491323,0.380365994695,0.311178839002,0.350491696879,0.393948063918,0.403396432637,0.14958309404,0.356622673909,0.394149352993,0.65896002401,0.65408475169,0.174164125217,0.452956490423,0.166823840004,0.311178839002,0.311178839002,0.311178839002,0.347749593086,0.311178839002,0.311178839002,0.207225134253,0.137241528623,0.147549943188,0.183605865253,0.212923094395,0.29192600742,0.216203284676,0.348226560001,0.326894436373,0.201267537403,0.614684071172,0.311178839002,0.347529113721,0.311178839002,0.400458744983,0.304151690065,0.297277097702,0.333776921844,0.286914440539,0.305008704043,0.34545153957,0.520704241317,0.4554907002,0.436250784352,0.449773880687,0.311178839002,0.36908465924,0.194819340894,0.333776921844,0.295729240306,0.333776921844,0.262684774163,0.281197863228,0.348226560001,0.304125004001,0.570115370954,0.556919898532,0.57435777804,0.559713446733,0.195472092023,0.146062556906,0.443528098135,0.146062556906,0.311178839002,0.32032304013,0.445413394855,0.348226560001,0.257755249119,0.336522069773,0.311178839002,0.545313831456,0.557150783301,0.545313831456,0.0996849188981,0.187824970897,0.334653083892,0.331288746605,0.175132706112,0.272461409227,0.326894436373,0.0996849188981,0.230359323789,0.250656726987,0.28753803331,0.280177712616,0.164821595282,0.361784894328
kǀ,0.661758922666,0.702061604118,0.717761014671,0.746875409304,0.747680268404,0.547822112912,0.57626133686,0.604342745552,0.525050265351,0.516407065978,0.529061370898,0.628385103579,0.538278441991,0.561564506268,0.626849325362,0.556727751843,0.583291940544,0.521749412598,0.624569740174,0.673569260564,0.676948313726,0.708394759615,0.700042922265,0.624569740174,0.708048169437,0.417641447287,0.410550394928,0.389003539888,0.61320730157,0.648531839616,0.651992572045,0.685119611461,0.68559122062,0.678162509284,0.621631570778,0.523984380939,0.0,0.302656662792,0.188688241223,0.188688241223,0.215515174392,0.516168131165,0.533736446699,0.515334431782,0.577134243454,0.599549764497,0.666317458527,0.612229370964,0.642939076258,0.586137755559,0.580585329011,0.66526409699,0.704865393563,0.708741841459,0.738367838025,0.738952897382,0.73144446094,0.66526409699,0.533736446699,0.526503334201,0.525680466899,0.387369245866,0.331538984826,0.471931880742,0.453475156197,0.477736047012,0.70597890924,0.694251685721,0.787332751614,0.509951663269,0.610343910321,0.553836104863,0.522429166619,0.595282278075,0.502717823977,0.5029952269,0.564766869219,0.643581348242,0.682310589397,0.717221373421,0.717941151419,0.710659615448,0.443571798318,0.652126891003,0.423641877875,0.414806930025,0.62300828102,0.754822585431,0.827939563807,0.679383464763,0.444228039715,0.436827614101,0.637753503855,0.495693760722,0.589696180041,0.54712250585,0.647151293911,0.687805179532,0.696716181776,0.711711999958,0.364334153723,0.66526409699,0.704865393563,0.763209088053,0.749296956632,0.535873579099,0.637192928912,0.339353955855,0.631797988865,0.634905464756,0.635274696767,0.673569260564,0.631797988865,0.642939246949,0.54020129269,0.353936322416,0.539511874133,0.547822112912,0.404902992082,0.477933521894,0.41121597433,0.654492316896,0.633436539053,0.412788583667,0.837677896502,0.609382227717,0.674390389623,0.604446223368,0.656473377466,0.44532486876,0.435930783365,0.606791358719,0.460509933937,0.632221226973,0.641279577283,0.658266235176,0.599650326323,0.593576635492,0.623931932912,0.642939246949,0.649192674044,0.396137423256,0.603929467304,0.430226542084,0.592272862467,0.437963026346,0.415363580281,0.471642722784,0.450555229264,0.716772631793,0.705378755104,0.642554840662,0.633802687284,0.354715971594,0.518663280461,0.617062442549,0.510471149147,0.620152055835,0.643581348242,0.612066943362,0.654492316896,0.484442329395,0.614464466879,0.62300828102,0.76911709985,0.623816211932,0.753997172446,0.503941425257,0.559361486331,0.480465600464,0.452303792181,0.350440968679,0.412315838417,0.613043750461,0.466869700265,0.420200772664,0.352305084445,0.463344546037,0.455968278594,0.347652569903,0.551664989233
