GlyphID,Phoneme,Count,Description,advancedTongueRoot,anterior,approximant,back,click,consonantal,constrictedGlottis,continuant,coronal,delayedRelease,distributed,dorsal,epilaryngealSource,fortis,front,high,labial,labiodental,lateral,long,low,loweredLarynxImplosive,nasal,periodicGlottalSource,raisedLarynxEjective,retractedTongueRoot,round,short,sonorant,spreadGlottis,stress,strident,syllabic,tap,tense,tone,trill
0062+207F,bⁿ,1,LATIN SMALL LETTER B and SUPERSCRIPT LATIN SMALL LETTER N,0,0,-,0,-,+,-,-,-,-,0,-,-,-,0,0,+,-,-,-,0,-,-|+,+,-,0,-,-,-,-,-,0,-,-,0,0,-
0063,c,304,voiceless palatal stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0063+00E7,cç,117,,0,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0063+00E7+02B0,cçʰ,47,,0,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0063+00E7+02B0+02B7,cçʰʷ,1,,0,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,0,-,-,-,-,-,-,-,0,+,-,-,+,-,-,-,-,0,0,-
0063+00E7+02B7,cçʷ,3,,0,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,0,-,-,-,-,-,-,-,0,+,-,-,-,-,-,-,-,0,0,-
0063+00E7+02BC,cçʼ,4,,0,-,-,-,-,+,+,-,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,-,+,0,0,-,-,-,-,-,-,-,0,0,-
0063+00E7+02D0,cçː,2,,0,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,0,-,+,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0063+0272,cɲ,1,LATIN SMALL LETTER C and LATIN SMALL LETTER N WITH LEFT HOOK,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-|+,-|+,-,0,0,-,-|+,-,-,-,-,-,0,0,-
0063+02B0,cʰ,53,aspirated voiceless palatal stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0063+02B0+02B7,cʰʷ,2,,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,+,0,-,-,-,-,-,-,-,0,+,-,-,+,-,-,-,-,0,0,-
0063+02B2,cʲ,3,voiceless palatalized palatal stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0063+02B7,cʷ,7,voiceless labialized palatal stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,+,0,-,-,-,-,-,-,-,0,+,-,-,-,-,-,-,-,0,0,-
0063+02BC,cʼ,23,voiceless palatal ejective stop consonant,0,-,-,-,-,+,+,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,-,+,0,0,-,-,-,-,-,-,-,0,0,-
0063+02C0,cˀ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0063+02D0,cː,9,long voiceless palatal stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,+,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0063+02D0+02BC,cːʼ,3,,0,-,-,-,-,+,+,-,+,-,+,+,-,-,+,+,-,0,-,+,-,-,-,-,+,0,0,-,-,-,-,-,-,-,0,0,-
0063+031F,c̟,6,voiceless advanced palatal stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0063+0324,c̤,3,breathy palatal stop consonant,0,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0063+0330,c̰,2,creaky palatal stop consonant,0,-,-,-,-,+,+,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-
0064,d,1161,voiced alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+006C,dl,2,LATIN SMALL LETTER D and LATIN SMALL LETTER L,0,+,-|+,0,-,+,-,-|+,+,-,-,-,-,-,0,0,-,0,-|+,-,0,-,-,+,-,0,0,-,-|+,-,-,-,-,-,0,0,-
0064+006C+02B7,dlʷ,1,LATIN SMALL LETTER D and LATIN SMALL LETTER L and MODIFIER LETTER SMALL W,0,+,-|+,0,-,+,-,-|+,+,-,-,-,-,-,0,0,+,0,-|+,-,0,-,-,+,-,0,+,-,-|+,-,-,-,-,-,0,0,-
0064+0072,dr,6,LATIN SMALL LETTER D and LATIN SMALL LETTER R,0,+,-|+,0,-,+,-,-|+,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-|+,-,-,-,-,-,0,0,-|+
0064+0078,dx,2,LATIN SMALL LETTER D and LATIN SMALL LETTER X,0,+,-,-,-,+,-,-|+,+|-,-|+,-,-|+,-,-,-,+,-,0,-,-,-,-,-,+|-,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+007A,dz,216,voiced alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+007A+02B1,dzʱ,2,breathy alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+007A+02B2,dzʲ,1,voiced palatalized alveolar sibilant affricate consonant,0,+,-,+,-,+,-,-,+,+,-,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+007A+02B7,dzʷ,5,voiced labialized alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,+,0,-,-,0,-,-,+,-,0,+,-,-,-,-,+,-,-,0,0,-
0064+007A+02BC,dzʼ,1,LATIN SMALL LETTER D and LATIN SMALL LETTER Z and MODIFIER LETTER APOSTROPHE,0,+,-,0,-,+,+,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,+,0,0,-,-,-,-,+,-,-,0,0,-
0064+007A+02D0,dzː,5,long voiced alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+007A+02E0,dzˠ,1,voiced velarized alveolar sibilant affricate consonant,0,+,-,+,-,+,-,-,+,+,-,+,-,-,-,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+007A+0303,dz̃,1,voiced nasalized alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+007A+0324,dz̤,2,breathy alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+007A+032A,dz̪,1,voiced dental alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+026E,dɮ,4,voiced alveolar lateral affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,+,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+027E,dɾ,2,LATIN SMALL LETTER D and LATIN SMALL LETTER R WITH FISHHOOK,0,+,-|+,0,-,+,-,-|+,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-|+,-,-,-,-,-|+,0,0,-
0064+0291,dʑ,15,voiced alveolo-palatal sibilant affricate consonant,0,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+0291+1DA3,dʑᶣ,2,voiced labio-palatalized alveolo-palatal sibilant affricate consonant,0,+,-,+,-,+,-,-,+,+,+,+,-,-,+,+,+,0,-,-,-,-,-,+,-,0,+,-,-,-,-,+,-,-,0,0,-
0064+02B1,dʱ,9,breathy alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+02B2,dʲ,41,voiced palatalized alveolar stop consonant,0,+,-,+,-,+,-,-,+,-,-,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+02B2+02B7,dʲʷ,2,voiced palatalized labialized alveolar stop consonant,0,+,-,+,-,+,-,-,+,-,-,+,-,-,+,+,+,0,-,-,-,-,-,+,-,0,+,-,-,-,-,-,-,-,0,0,-
0064+02B7,dʷ,19,voiced labialized alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,+,0,-,-,0,-,-,+,-,0,+,-,-,-,-,-,-,-,0,0,-
0064+02BC,dʼ,2,LATIN SMALL LETTER D and MODIFIER LETTER APOSTROPHE,0,+,-,0,-,+,+,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,+,0,0,-,-,-,-,-,-,-,0,0,-
0064+02BC+006B+0078+02BC,dʼkxʼ,1,LATIN SMALL LETTER D and MODIFIER LETTER APOSTROPHE and LATIN SMALL LETTER K and LATIN SMALL LETTER X and MODIFIER LETTER APOSTROPHE,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0064+02C0,dˀ,2,voiced glottalized alveolar stop consonant,0,+,-,0,-,+,+,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+02D0,dː,36,long voiced alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+02D0+02E4,dːˤ,4,,-,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,+,0,-,-,+,-,+,0,-,-,-,-,-,-,-,0,0,-
0064+02E0,dˠ,2,voiced velarized alveolar stop consonant,0,+,-,+,-,+,-,-,+,-,-,+,-,-,-,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+02E4,dˤ,6,voiced pharyngealized alveolar stop consonant,-,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,-,-,-,-,-,-,0,0,-
0064+0303,d̃,5,voiced nasalized alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+031E,d̞,1,voiced lowered alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0320,d̠,6,voiced retracted alveolar stop consonant,0,-,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0320+0292,d̠ʒ,647,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+0320+0292+0078+02BC,d̠ʒxʼ,1,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and LATIN SMALL LETTER X and MODIFIER LETTER APOSTROPHE,0,-,-,0,-,+,+,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,+,0,0,-,-,-,-,+,-,-,0,0,-
0064+0320+0292+027E,d̠ʒɾ,1,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and LATIN SMALL LETTER R WITH FISHHOOK,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+0320+0292+02B0,d̠ʒʰ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0064+0320+0292+02B1,d̠ʒʱ,4,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and MODIFIER LETTER SMALL H WITH HOOK,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+0320+0292+02B2,d̠ʒʲ,6,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and MODIFIER LETTER SMALL J,0,-,-,+,-,+,-,-,+,+,+,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+0320+0292+02B7,d̠ʒʷ,18,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and MODIFIER LETTER SMALL W,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,+,0,-,-,0,-,-,+,-,0,+,-,-,-,-,+,-,-,0,0,-
0064+0320+0292+02BC,d̠ʒʼ,2,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and MODIFIER LETTER APOSTROPHE,0,-,-,0,-,+,+,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,+,0,0,-,-,-,-,+,-,-,0,0,-
0064+0320+0292+02D0,d̠ʒː,21,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and MODIFIER LETTER TRIANGULAR COLON,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+0320+0292+02E0,d̠ʒˠ,1,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and MODIFIER LETTER SMALL GAMMA,0,-,-,+,-,+,-,-,+,+,+,+,-,-,-,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+0320+0292+0324,d̠ʒ̤,13,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and COMBINING DIAERESIS BELOW,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+0320+0292+0324+02D0,d̠ʒ̤ː,1,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and LATIN SMALL LETTER EZH and COMBINING DIAERESIS BELOW and MODIFIER LETTER TRIANGULAR COLON,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+0320+207F,d̠ⁿ,1,LATIN SMALL LETTER D and COMBINING MINUS SIGN BELOW and SUPERSCRIPT LATIN SMALL LETTER N,0,-,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-|+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0324,d̤,15,breathy alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+0324+007A,d̤z,3,breathy alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+0324+007A+0324,d̤z̤,1,breathy alveolar sibilant affricate consonant,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+0324+026E+0324,d̤ɮ̤,1,LATIN SMALL LETTER D and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER LEZH and COMBINING DIAERESIS BELOW,0,+,-,0,-,+,-,-,+,+,-,-,-,-,0,0,-,0,+,-,0,-,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+0324+0292+0324,d̤ʒ̤,1,LATIN SMALL LETTER D and COMBINING DIAERESIS BELOW and LATIN SMALL LETTER EZH and COMBINING DIAERESIS BELOW,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+0324+0320+0292+0324,d̤̠ʒ̤,1,,0,-,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+0324+0325,d̤̥,2,voiceless alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+0324+032A,d̤̪,35,,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+0324+032A+007C+0064+0324,d̤̪|d̤,4,,0,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+0324+032A+02D0,d̤̪ː,1,,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+0324+032A+0325,d̤̪̥,1,,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+0329,d̩,1,syllabic voiced alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,+,-,0,0,-
0064+032A,d̪,297,voiced dental alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+006C+032A,d̪l̪,1,LATIN SMALL LETTER D and COMBINING BRIDGE BELOW and LATIN SMALL LETTER L and COMBINING BRIDGE BELOW,0,+,-|+,0,-,+,-,-|+,+,-,+,-,-,-,0,0,-,0,-|+,-,0,-,-,+,-,0,0,-,-|+,-,-,-,-,-,0,0,-
0064+032A+0078,d̪x,1,LATIN SMALL LETTER D and COMBINING BRIDGE BELOW and LATIN SMALL LETTER X,0,+,-,-,-,+,-,-|+,+|-,-|+,+,-|+,-,-,-,+,-,0,-,-,-,-,-,+|-,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+007A+0324+032A+007C+0064+007A+0324,d̪z̤̪|dz̤,1,,0,+,-,0,-,+,-,-,+,+,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-
0064+032A+007A+032A,d̪z̪,20,LATIN SMALL LETTER D and COMBINING BRIDGE BELOW and LATIN SMALL LETTER Z and COMBINING BRIDGE BELOW,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+032A+007A+032A+007C+0064+007A,d̪z̪|dz,20,,0,+,-,0,-,+,-,-,+,+,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+032A+007A+032A+02B2+007C+0064+007A+02B2,d̪z̪ʲ|dzʲ,1,,0,+,-,+,-,+,-,-,+,+,0,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+032A+007C+0064,d̪|d,92,,0,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+00F0,d̪ð,3,voiced dental affricate consonant,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+0266,d̪ɦ,1,LATIN SMALL LETTER D and COMBINING BRIDGE BELOW and LATIN SMALL LETTER H WITH HOOK,0,+,-,0,-,+|-,-,-|+,+|-,-|+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-|+,-,-,-,-,0,0,-
0064+032A+026E+032A+007C+0064+026E,d̪ɮ̪|dɮ,5,,0,+,-,0,-,+,-,-,+,+,0,-,-,-,0,0,-,0,+,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+02B1,d̪ʱ,7,breathy dental alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-
0064+032A+02B2,d̪ʲ,3,voiced dental palatalized alveolar stop consonant,0,+,-,+,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+02B2+007C+0064+02B2,d̪ʲ|dʲ,5,,0,+,-,+,-,+,-,-,+,-,0,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+02B7+007C+0064+02B7,d̪ʷ|dʷ,1,,0,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,+,0,-,-,0,-,-,+,-,0,+,-,-,-,-,-,-,-,0,0,-
0064+032A+02BC+006B+0078+02BC,d̪ʼkxʼ,1,LATIN SMALL LETTER D and COMBINING BRIDGE BELOW and MODIFIER LETTER APOSTROPHE and LATIN SMALL LETTER K and LATIN SMALL LETTER X and MODIFIER LETTER APOSTROPHE,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0064+032A+02D0,d̪ː,10,long voiced dental alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+02E4,d̪ˤ,2,voiced dental pharyngealized alveolar stop consonant,-,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,-,-,-,-,-,-,0,0,-
0064+032A+02E4+007C+0064+02E4,d̪ˤ|dˤ,1,,-,+,-,0,-,+,-,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,+,0,-,-,-,-,-,-,-,0,0,-
0064+032A+031A,d̪̚,1,no-audible-release voiced dental alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+032A+207F,d̪ⁿ,1,LATIN SMALL LETTER D and COMBINING BRIDGE BELOW and SUPERSCRIPT LATIN SMALL LETTER N,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-|+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0330,d̰,11,creaky alveolar stop consonant,0,+,-,0,-,+,+,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0330+0320,d̰̠,1,,0,-,-,0,-,+,+,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0330+032A,d̰̪,1,,0,+,-,0,-,+,+,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0330+032A+007C+0064+0330,d̰̪|d̰,3,,0,+,-,0,-,+,+,-,+,-,0,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+033A,d̺,1,voiced apical alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+033A+02D0,d̺ː,1,long voiced apical alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+033B,d̻,4,voiced laminal alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+033B+007A+033B,d̻z̻,3,LATIN SMALL LETTER D and COMBINING SQUARE BELOW and LATIN SMALL LETTER Z and COMBINING SQUARE BELOW,0,+,-,0,-,+,-,-,+,+,+,-,-,-,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+033B+02B2,d̻ʲ,1,voiced laminal palatalized alveolar stop consonant,0,+,-,+,-,+,-,-,+,-,+,+,-,-,+,+,-,0,-,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+033B+02D0,d̻ː,1,long voiced laminal alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,+,-,-,-,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0348,d͈,1,fortis voiced alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,+,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0348+02D0,d͈ː,1,long fortis voiced alveolar stop consonant,0,+,-,0,-,+,-,-,+,-,-,-,-,+,0,0,-,0,-,+,0,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0064+0348+0320+0292,d͈̠ʒ,1,,0,-,-,0,-,+,-,-,+,+,+,-,-,+,0,0,-,0,-,-,0,-,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-
0064+1DA3,dᶣ,1,voiced labio-palatalized alveolar stop consonant,0,+,-,+,-,+,-,-,+,-,-,+,-,-,+,+,+,0,-,-,-,-,-,+,-,0,+,-,-,-,-,-,-,-,0,0,-
0064+207F,dⁿ,1,LATIN SMALL LETTER D and SUPERSCRIPT LATIN SMALL LETTER N,0,+,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,0,-,-,0,-,-|+,+,-,0,0,-,-,-,-,-,-,-,0,0,-
0065,e,1458,voiced unrounded close-mid front vowel,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-,-,0,-,-,-,-,-,+,-,-,0,-,+,-,-,0,+,-,+,0,-
0065+0061,ea,6,LATIN SMALL LETTER E and LATIN SMALL LETTER A,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+|-,-,-,0,-,-,-|+,-,-,+,-,-,0,-,+,-,-,0,+,-,+,0,-
0065+0069,ei,19,LATIN SMALL LETTER E and LATIN SMALL LETTER I,-,0,+,-,0,-,-,+,-,0,0,+,-,0,+,-|+,-,0,-,-,-,-,-,+,-,-,0,-,+,-,-,0,+,-,+,0,-
