GlyphID,Allophone,Count,Frequency
006D+02E0,mˠ,1,0.5000
006D+02E0+02B7,mˠʷ,3,1.0000
006D+02E4,mˤ,2,1.0000
006D+0303+02B7,m̃ʷ,1,1.0000
006D+0324,m̤,5,0.8333
006D+0324,β̤̞̃,1,0.1667
006D+0324+0062+0324,m̤b̤,2,1.0000
006D+0324+0062+0324+0076+0324,m̤b̤v̤,1,1.0000
006D+0324+0070+02B0,m̤pʰ,1,1.0000
006D+0324+02B1,m̤ʱ,1,1.0000
006D+0325,m̥,24,0.9231
006D+0325,m̥ˠ,1,0.0385
006D+0325,hm,1,0.0385
006D+0325+0070,m̥p,1,1.0000
006D+0325+02B0,m̥ʰ,1,1.0000
006D+0325+02B7,m̥ʷ,1,1.0000
006D+0329,m̩,14,0.7368
006D+0329,ɱ̩,2,0.1053
006D+0329,n̩,1,0.0526
006D+0329,ŋ̩,1,0.0526
006D+0329,ɲ̩,1,0.0526
006D+032A,m̪,1,1.0000
006D+0330,m̰,10,0.9091
006D+0330,ˀm̥,1,0.0909
006D+0348+02D0,m͈ː,1,1.0000
006D+0349,m͉,1,1.0000
006E,n,1169,0.7357
006E,ŋ,118,0.0743
006E,ɲ,51,0.0321
006E,nʲ,29,0.0183
006E,m,28,0.0176
006E,n̥,22,0.0138
006E,n̩,21,0.0132
006E,nʷ,17,0.0107
006E,nː,16,0.0101
006E,n̪,16,0.0101
006E,nd,11,0.0069
006E,ɳ,11,0.0069
006E,ɴ,9,0.0057
006E,l,8,0.0050
006E,dn,6,0.0038
006E,ɱ,6,0.0038
006E,l̃,3,0.0019
006E,n̚,3,0.0019
006E,n̰,3,0.0019
006E,nˠʷ,2,0.0013
006E,nˑ,2,0.0013
006E,nˠ,2,0.0013
006E,t,2,0.0013
006E,ɲ̟,2,0.0013
006E,ʔn,2,0.0013
006E,nʲʷ,2,0.0013
006E,ɾ,2,0.0013
006E,d,2,0.0013
006E,j̃,2,0.0013
006E,n͈,1,0.0006
006E,n͉,1,0.0006
006E,nˤ,1,0.0006
006E,ɾn,1,0.0006
006E,n͈̥,1,0.0006
006E,nj,1,0.0006
006E,ɡŋ,1,0.0006
006E,ŋː,1,0.0006
006E,ɽ̃,1,0.0006
006E,ŋ̟,1,0.0006
006E,nn̥,1,0.0006
006E,n̚ʲ,1,0.0006
006E,ɾ̃,1,0.0006
006E,ŋm,1,0.0006
006E,z̃ˑ,1,0.0006
006E,r,1,0.0006
006E,ɾ̥,1,0.0006
006E,n̥ː,1,0.0006
006E,n̠,1,0.0006
006E,ˀn,1,0.0006
006E,tʰ,1,0.0006
006E,m̩,1,0.0006
006E+0064,nd,226,0.9224
006E+0064,ndʲ,4,0.0163
006E+0064,ndʷ,3,0.0122
006E+0064,d,2,0.0082
006E+0064,n,2,0.0082
006E+0064,t,2,0.0082
006E+0064,nt,2,0.0082
006E+0064,dn,1,0.0041
006E+0064,ntʰ,1,0.0041
006E+0064,tʲ,1,0.0041
006E+0064,ndɾ,1,0.0041
006E+0064+006C,ndl,1,1.0000
006E+0064+0072,ndr,5,1.0000
006E+0064+007A,ndz,46,0.7931
006E+0064+007A,n̠d̠ʒ,9,0.1552
006E+0064+007A,nts,1,0.0172
006E+0064+007A,nʒ,1,0.0172
006E+0064+007A,nz,1,0.0172
006E+0064+007A+02B7,ndzʷ,1,1.0000
006E+0064+027E,ndɾ,2,1.0000
006E+0064+0291,ndʑ,3,1.0000
006E+0064+02B2,ndʲ,7,0.7778
006E+0064+02B2,ntʰʲ,1,0.1111
006E+0064+02B2,ɲɟʝ,1,0.1111
006E+0064+02B7,ndʷ,7,1.0000
006E+0064+02D0,ndː,1,1.0000
006E+0064+032A,nd̪,3,1.0000
006E+0068,nh,2,1.0000
006E+006C,nl,2,1.0000
006E+0072,nr,1,1.0000
006E+0073,ns,20,1.0000
006E+0073+027E,nsɾ,1,1.0000
006E+0073+02B7,nsʷ,3,1.0000
006E+0074,nt,35,0.9722
006E+0074,nd,1,0.0278
006E+0074+006C+02BC,ntlʼ,1,1.0000
006E+0074+0073,nts,7,0.8750
006E+0074+0073,n̠t̠ʃ,1,0.1250
006E+0074+0073+02BC,ntsʼ,2,1.0000
006E+0074+027E,ntɾ,1,1.0000
006E+0074+02B0,ntʰ,2,1.0000
006E+0074+02B7,ntʷ,3,1.0000
006E+0074+02BC,ntʼ,1,1.0000
006E+007A,nz,46,0.8519
006E+007A,ndz,2,0.0370
006E+007A,nʒ,2,0.0370
006E+007A,ntsʰ,1,0.0185
006E+007A,nɟ,1,0.0185
006E+007A,n̠d̠ʒ,1,0.0185
006E+007A,dnz,1,0.0185
006E+007A+027E,nzɾ,1,1.0000
006E+007A+02B7,nzʷ,2,1.0000
006E+00F0,nð,1,1.0000
006E+0257,nɗ,3,1.0000
006E+025F,nɟ,2,1.0000
006E+0261,nɡ,3,1.0000
006E+0261+027E,nɡɾ,1,1.0000
006E+0266,nɦ,1,1.0000
006E+026C,nɬ,1,1.0000
006E+026E,nɮ,1,1.0000
006E+027E,nɾ,1,1.0000
006E+02B1,nʱ,5,1.0000
006E+02B2,nʲ,23,0.8846
006E+02B2,nːʲ,1,0.0385
006E+02B2,n̥ʲ,1,0.0385
006E+02B2,n,1,0.0385
006E+02B2+02B7,nʲʷ,1,1.0000
006E+02B7,nʷ,22,0.9565
006E+02B7,nɥ,1,0.0435
006E+02BC,nʼ,2,1.0000
006E+02C0,nˀ,6,1.0000
006E+02D0,nː,77,0.9747
006E+02D0,nːˤ,1,0.0127
006E+02D0,n̪ː,1,0.0127
006E+02D0+02E4,nːˤ,1,1.0000
006E+02E0,nˠ,3,1.0000
006E+02E4,nˤ,1,1.0000
006E+0320,n̠,1,1.0000
006E+0320+0064+0320+0292,n̠d̠ʒ,114,0.9661
006E+0320+0064+0320+0292,n̠d̠ʒʲ,2,0.0169
006E+0320+0064+0320+0292,n̠t̠ʃ,1,0.0085
006E+0320+0064+0320+0292,nʒ,1,0.0085
006E+0320+0064+0320+0292+02B7,n̠d̠ʒʷ,2,1.0000
006E+0320+0074+0320+0283,n̠t̠ʃ,15,1.0000
006E+0320+0074+0320+0283+027E,n̠t̠ʃɾ,1,1.0000
006E+0320+0074+0320+0283+02B7,n̠t̠ʃʷ,1,1.0000
006E+0320+0074+0320+0283+02BC,n̠t̠ʃʼ,2,1.0000
006E+0320+0283,n̠ʃ,5,1.0000
006E+0320+0283+02B7,n̠ʃʷ,1,1.0000
006E+0320+0292,n̠ʒ,1,0.3333
006E+0320+0292,n̠d̠ʒ,1,0.3333
006E+0320+0292,n̠t̠ʃʰ,1,0.3333
006E+0320+0325+0074+0320+0283,n̠̥t̠ʃ,1,1.0000
006E+0320+0329+0064+0320+0292,n̠̩d̠ʒ,1,1.0000
006E+0324,n̤,4,1.0000
006E+0324+0064+0324,n̤d̤,2,1.0000
006E+0324+0064+0324+007A+0324,n̤d̤z̤,1,1.0000
006E+0324+0064+0324+026E+0324,n̤d̤ɮ̤,2,1.0000
006E+0324+0073,n̤s,1,1.0000
006E+0324+0074+02B0,n̤tʰ,1,1.0000
006E+0324+0261+0324,n̤ɡ̤,1,1.0000
006E+0324+02B1,n̤ʱ,1,1.0000
006E+0324+02B7,n̤ʷ,1,1.0000
006E+0324+0320+0064+0324+0320+0292,n̤̠d̤̠ʒ,1,1.0000
006E+0324+032A,n̤̪,1,1.0000
006E+0325,n̥,27,0.8438
006E+0325,ɲ̥j,1,0.0312
006E+0325,hn,1,0.0312
006E+0325,n̥ʷ,1,0.0312
006E+0325,n̥ʲ,1,0.0312
006E+0325,n̥ˑ,1,0.0312
006E+0325+0283,n̥ʃ,1,1.0000
006E+0325+02B2,n̥ʲ,2,1.0000
006E+0325+02E0,n̥ˠ,2,1.0000
006E+0329,n̩,11,0.6111
006E+0329,ŋ̩,3,0.1667
006E+0329,ɱ̩,1,0.0556
006E+0329,n̻̩,1,0.0556
006E+0329,ĩ,1,0.0556
006E+0329,ɲ̩,1,0.0556
006E+032A,n̪,75,0.6757
006E+032A,ɲ,5,0.0450
006E+032A,ŋ,5,0.0450
006E+032A,m,4,0.0360
006E+032A,n̪̩,3,0.0270
006E+032A,n̪̥,2,0.0180
006E+032A,ɳ,2,0.0180
006E+032A,n,2,0.0180
006E+032A,n̪ː,2,0.0180
006E+032A,l,1,0.0090
006E+032A,ʔn,1,0.0090
006E+032A,n̪ʲ,1,0.0090
006E+032A,n̪t̪,1,0.0090
006E+032A,n̪ʷ,1,0.0090
006E+032A,ɴ,1,0.0090
006E+032A,nʱ,1,0.0090
006E+032A,n̪̚,1,0.0090
006E+032A,nʲ,1,0.0090
006E+032A,n̥,1,0.0090
006E+032A,ɾ,1,0.0090
006E+032A+0064+032A,n̪d̪,12,1.0000
006E+032A+0064+032A+007A+032A,n̪d̪z̪,1,1.0000
006E+032A+0074+032A,n̪t̪,1,1.0000
006E+032A+007C+006E,n̪|n,1,1.0000
006E+032A+02B2,n̪ʲ,1,1.0000
006E+032A+02D0,n̪ː,1,1.0000
006E+0330,n̰,12,1.0000
006E+033A,n̺,1,1.0000
006E+033B,n̻,6,0.7500
006E+033B,n̪,1,0.1250
006E+033B,n̻̥,1,0.1250
006E+033B+02B2,n̻ʲ,1,0.5000
006E+033B+02B2,n̻̥ʲ,1,0.5000
006E+033B+02D0,n̻ː,1,1.0000
006E+0348+02D0,n͈ː,1,1.0000
006E+0349,n͉,1,1.0000
006E+03B8,nθ,1,1.0000
006F,o,1029,0.7696
006F,ɔ,77,0.0576
006F,õ,65,0.0486
006F,oː,34,0.0254
006F,u,21,0.0157
006F,ʊ,16,0.0120
006F,o̥,15,0.0112
006F,o̞,10,0.0075
006F,ə,8,0.0060
006F,ɔː,6,0.0045
006F,ɤ,6,0.0045
006F,oˑ,5,0.0037
006F,ɔ̃,4,0.0030
006F,ʌ,3,0.0022
006F,o̤,3,0.0022
006F,o̰,3,0.0022
006F,ŏ,2,0.0015
006F,o̝,2,0.0015
006F,ɒ,2,0.0015
006F,ø,2,0.0015
006F,uo,2,0.0015
006F,w,2,0.0015
006F,ou,2,0.0015
006F,ʷo,1,0.0007
006F,o̞u,1,0.0007
006F,o̟,1,0.0007
006F,ʊ̈,1,0.0007
006F,ʊ̃,1,0.0007
006F,o̯,1,0.0007
006F,oĭ,1,0.0007
006F,ɤ̞,1,0.0007
006F,u̯,1,0.0007
006F,ɵ,1,0.0007
006F,ɐ,1,0.0007
006F,œ,1,0.0007
006F,ɛ,1,0.0007
006F,ɤu,1,0.0007
006F,a,1,0.0007
006F,ɵu,1,0.0007
006F,oˤ,1,0.0007
006F,õː,1,0.0007
006F+0061,oa,8,1.0000
006F+0065,oe,3,0.7500
006F+0065,oə,1,0.2500
006F+0065+031E,oe̞,3,1.0000
006F+0069,oi,25,0.9259
006F+0069,ɔɛ,1,0.0370
006F+0069,ʊi,1,0.0370
006F+0069+032F,oi̯,1,1.0000
006F+006A,oj,3,1.0000
006F+0075,ou,20,0.9524
006F+0075,ɔʊ,1,0.0476
006F+0075+0303,oũ,1,1.0000
006F+0075+0319,ou̙,1,1.0000
006F+0075+032F,ou̯,1,1.0000
006F+0077,ow,1,1.0000
006F+0258,oɘ,1,1.0000
006F+025B,oɛ,1,1.0000
006F+026A,oɪ,1,1.0000
006F+028A,oʊ,1,1.0000
006F+02C0,oˀ,1,1.0000
006F+02D0,oː,406,0.9083
006F+02D0,õː,9,0.0201
006F+02D0,o,6,0.0134
006F+02D0,uː,5,0.0112
006F+02D0,ɔː,5,0.0112
006F+02D0,o̰ː,2,0.0045
006F+02D0,o̞ː,2,0.0045
006F+02D0,ʊː,2,0.0045
006F+02D0,o̟ː,1,0.0022
006F+02D0,o̤ː,1,0.0022
006F+02D0,ŏ,1,0.0022
006F+02D0,ʷoː,1,0.0022
006F+02D0,oːˤ,1,0.0022
006F+02D0,ɤ̞ː,1,0.0022
006F+02D0,ɔːʉ,1,0.0022
006F+02D0,oˑ,1,0.0022
006F+02D0,ou,1,0.0022
006F+02D0,ɤː,1,0.0022
006F+02D0+0075,oːu,1,1.0000
006F+02D1,oˑ,2,0.6667
006F+02D1,ɔˑ,1,0.3333
006F+02DE,o˞,2,1.0000
006F+02E4,oˤ,2,1.0000
006F+0303,õ,163,0.9368
006F+0303,ɔ̃,5,0.0287
006F+0303,ʌ,1,0.0057
006F+0303,o,1,0.0057
006F+0303,õ̞,1,0.0057
006F+0303,ə,1,0.0057
006F+0303,õː,1,0.0057
006F+0303,ũ,1,0.0057
006F+0303+0075+0303,õũ,3,1.0000
006F+0303+02D0,õː,28,0.9655
006F+0303+02D0,ũː,1,0.0345
006F+0303+02E4,õˤ,1,1.0000
006F+0303+0306,õ̆,1,1.0000
006F+0303+031E,õ̞,7,0.5385
006F+0303+031E,ʌ̃,1,0.0769
006F+0303+031E,õ,1,0.0769
006F+0303+031E,ɤ̃,1,0.0769
006F+0303+031E,ɤ̞̃,1,0.0769
006F+0303+031E,õ̰̞,1,0.0769
006F+0303+031E,ɔ̃,1,0.0769
006F+0303+031E+02D0,õ̞ː,3,0.3750
006F+0303+031E+02D0,ʌ̃ː,1,0.1250
006F+0303+031E+02D0,ɤ̞̃ː,1,0.1250
006F+0303+031E+02D0,ɔ̃ː,1,0.1250
006F+0303+031E+02D0,õː,1,0.1250
006F+0303+031E+02D0,ɤ̃ː,1,0.1250
006F+0303+0330,õ̰,2,1.0000
006F+0308,ə̈,1,0.3333
006F+0308,ü,1,0.3333
006F+0308,ö,1,0.3333
006F+0318,õ̘,1,0.5000
006F+0318,o̘,1,0.5000
006F+0318+02D0,o̘ː,1,1.0000
006F+0319,õ̙,1,0.5000
006F+0319,o̙,1,0.5000
006F+031D,o̝,7,0.8750
006F+031D,oː,1,0.1250
006F+031E,o̞,49,0.5269
006F+031E,ɔ,7,0.0753
006F+031E,õ̞,4,0.0430
006F+031E,o̰̞,4,0.0430
006F+031E,o̞̥,3,0.0323
006F+031E,ʊ,2,0.0215
006F+031E,ø̞,2,0.0215
006F+031E,o,2,0.0215
006F+031E,ɔ̆,2,0.0215
006F+031E,ɵ̞,1,0.0108
006F+031E,o̞i,1,0.0108
006F+031E,o̯,1,0.0108
006F+031E,io̞,1,0.0108
006F+031E,o̞˞,1,0.0108
006F+031E,o̞ː,1,0.0108
006F+031E,o̞ˑ,1,0.0108
006F+031E,ɔː,1,0.0108
006F+031E,o̰̞ː,1,0.0108
006F+031E,ɵ,1,0.0108
006F+031E,oo̞,1,0.0108
006F+031E,o̞ə̯,1,0.0108
006F+031E,uo̞,1,0.0108
006F+031E,o̞̟,1,0.0108
006F+031E,ua,1,0.0108
006F+031E,o̞ɔ̯,1,0.0108
006F+031E,u,1,0.0108
006F+031E,ŏ̞,1,0.0108
006F+031E+02D0,o̞ː,22,0.8800
006F+031E+02D0,o̞,1,0.0400
006F+031E+02D0,o̞ə̯,1,0.0400
006F+031E+02D0,oo̞ː,1,0.0400
006F+031E+0306,ŏ̞,1,1.0000
006F+0324,o̤,14,0.9333
006F+0324,ŏ̤,1,0.0667
006F+0324+02D0,o̤ː,7,1.0000
006F+0324+02D1,o̤ˑ,1,1.0000
006F+032F,o̯,2,1.0000
006F+0330,o̰,9,1.0000
006F+0330+02D0,o̰ː,1,1.0000
006F+0330+02D1,o̰ˑ,1,1.0000
006F+1D31,oᴱ,1,1.0000
0070,p,1076,0.7270
0070,b,81,0.0547
0070,pʰ,77,0.0520
0070,p̚,71,0.0480
0070,pʲ,28,0.0189
0070,pʷ,26,0.0176
0070,ɸ,21,0.0142
0070,β,15,0.0101
0070,pː,13,0.0088
0070,f,13,0.0088
0070,pɸ,5,0.0034
0070,pf,5,0.0034
0070,pⁿ,4,0.0027
0070,mp,4,0.0027
0070,ʰp,3,0.0020
0070,v,3,0.0020
0070,pˑ,2,0.0014
0070,pˠ,2,0.0014
0070,pˠʷ,2,0.0014
0070,p̃,2,0.0014
0070,b̥,1,0.0007
0070,bʲ,1,0.0007
0070,β̞,1,0.0007
0070,ʃ,1,0.0007
0070,ʰpʰ,1,0.0007
0070,ʔ,1,0.0007
0070,pfʷ,1,0.0007
0070,p͉,1,0.0007
0070,p̚ˀ,1,0.0007
0070,pːʰ,1,0.0007
0070,pw,1,0.0007
0070,pᶣ,1,0.0007
0070,ʙ̥,1,0.0007
0070,ˀp,1,0.0007
0070,ph,1,0.0007
0070,b̚,1,0.0007
0070,pm,1,0.0007
0070,ʄ,1,0.0007
0070,ʔp,1,0.0007
0070,ɓ,1,0.0007
0070,fʲ,1,0.0007
0070,h,1,0.0007
0070,k,1,0.0007
0070,pu,1,0.0007
0070,b͈,1,0.0007
0070,pʼ,1,0.0007
0070,w,1,0.0007
0070+0066,pf,30,0.8333
0070+0066,bf,1,0.0278
0070+0066,f,1,0.0278
0070+0066,pf̃,1,0.0278
0070+0066,bv,1,0.0278
0070+0066,bvf,1,0.0278
0070+0066,pfʷ,1,0.0278
0070+0066+02B0,pfʰ,3,1.0000
0070+006B+02B0,pkʰ,1,1.0000
0070+006D,pm,2,1.0000
0070+0073,ps,3,1.0000
0070+0073+02B0,psʰ,1,1.0000
0070+0073+02B0+02B7,psʰʷ,1,1.0000
0070+0073+02B7,psʷ,1,1.0000
0070+0074,pt,1,1.0000
0070+0278,pɸ,1,1.0000
0070+027E,pɾ,1,1.0000
0070+0283+02B0,pʃʰ,1,1.0000
0070+0283+02BC,pʃʼ,1,1.0000
0070+02B0,pʰ,173,0.7061
0070+02B0,p,14,0.0571
0070+02B0,p̚,12,0.0490
0070+02B0,f,9,0.0367
0070+02B0,ɸ,7,0.0286
0070+02B0,pʰʲ,5,0.0204
0070+02B0,pʰʷ,3,0.0122
0070+02B0,pː,2,0.0082
0070+02B0,mpʰ,2,0.0082
0070+02B0,pⁿ,2,0.0082
0070+02B0,ʋ,1,0.0041
0070+02B0,pˀ,1,0.0041
0070+02B0,ˀp,1,0.0041
0070+02B0,pːʰ,1,0.0041
0070+02B0,pf,1,0.0041
0070+02B0,pfʰ,1,0.0041
0070+02B0,p̬ʰ,1,0.0041
0070+02B0,pɸʰ,1,0.0041
0070+02B0,ʰp,1,0.0041
0070+02B0,pʲ,1,0.0041
0070+02B0,b,1,0.0041
0070+02B0,pʷ,1,0.0041
0070+02B0,pˡ,1,0.0041
0070+02B0,ʰpˑ,1,0.0041
0070+02B0,pʰˠʷ,1,0.0041
0070+02B0,ʰpː,1,0.0041
0070+02B0+02B2,pʰʲ,4,0.5714
0070+02B0+02B2,pʲ,2,0.2857
0070+02B0+02B2,p̚ʲ,1,0.1429
0070+02B0+02B7,pʰʷ,1,1.0000
0070+02B0+02E0+02B7,p̚ˠʷ,1,0.3333
0070+02B0+02E0+02B7,pʰˠʷ,1,0.3333
0070+02B0+02E0+02B7,pˠʷ,1,0.3333
0070+02B1,pʱ,1,1.0000
0070+02B2,pʲ,25,0.9259
0070+02B2,pːʲ,1,0.0370
0070+02B2,pʰʲ,1,0.0370
0070+02B7,pʷ,35,0.8750
0070+02B7,bʷ,2,0.0500
0070+02B7,p,1,0.0250
0070+02B7,pʰʷ,1,0.0250
0070+02B7,b̥ʷ,1,0.0250
0070+02BC,pʼ,68,0.8608
0070+02BC,pːʼ,3,0.0380
0070+02BC,ɓ,2,0.0253
0070+02BC,bˀ,1,0.0127
0070+02BC,p,1,0.0127
0070+02BC,p̚,1,0.0127
0070+02BC,p̰ʲ,1,0.0127
0070+02BC,b̰,1,0.0127
0070+02BC,pʲʼ,1,0.0127
0070+02BC+006B+0078+02BC,pʼkxʼ,1,1.0000
0070+02C0,pˀ,1,1.0000
0070+02D0,pː,43,0.9348
0070+02D0,fː,1,0.0217
0070+02D0,pːʲ,1,0.0217
0070+02D0,pːʰ,1,0.0217
0070+02D0+02B0,pːʰ,2,1.0000
0070+02D0+02BC,pːʼ,8,1.0000
0070+02D0+02E0+02B7,pːˠʷ,1,1.0000
0070+02E0+02B7,pˠʷ,1,0.5000
0070+02E0+02B7,bˠʷ,1,0.5000
0070+02E4,pˤ,1,1.0000
0070+0303,p̃,1,1.0000
0070+032A,p̪,1,1.0000
0070+0330,p̰,11,1.0000
0070+033B,p̻,1,1.0000
0070+0348,p͈,2,1.0000
0070+0348+02D0,p͈ː,1,1.0000
0070+0349,p͉,5,0.5000
0070+0349,b,3,0.3000
0070+0349,p͉ː,1,0.1000
0070+0349,b͉,1,0.1000
0070+0349+02B2,p͉ʲ,1,1.0000
0071,q,89,0.6692
0071,qʰ,10,0.0752
0071,χ,6,0.0451
0071,ʁ,5,0.0376
0071,ɢ,5,0.0376
0071,qχ,3,0.0226
0071,x,3,0.0226
0071,q̚,2,0.0150
0071,qʲ,2,0.0150
0071,ɣ,1,0.0075
0071,qʷ,1,0.0075
0071,ʀ,1,0.0075
0071,k,1,0.0075
0071,qʼ,1,0.0075
0071,ɡ,1,0.0075
0071,qˤ,1,0.0075
0071,qː,1,0.0075
0071+006D,qm,1,1.0000
0071+006E,qn,1,1.0000
0071+01C0,qǀ,1,1.0000
0071+01C0+02BC,qǀʼ,1,1.0000
0071+01C1,qǁ,1,1.0000
0071+01C1+02BC,qǁʼ,1,1.0000
0071+01C2,qǂ,1,1.0000
0071+01C2+02BC,qǂʼ,1,1.0000
0071+01C3,qǃ,1,1.0000
0071+01C3+02BC,qǃʼ,1,1.0000
0071+0298,qʘ,1,1.0000
0071+0298+02BC,qʘʼ,1,1.0000
0071+02B0,qʰ,23,0.7931
0071+02B0,q,2,0.0690
0071+02B0,ʁ,1,0.0345
0071+02B0,kʰ,1,0.0345
0071+02B0,qχ,1,0.0345
0071+02B0,qʰʲ,1,0.0345
0071+02B0+02B7,qʰʷ,5,0.8333
0071+02B0+02B7,qʷ,1,0.1667
0071+02B7,qʷ,20,0.9091
0071+02B7,qʰʷ,2,0.0909
0071+02B7+02BC,qʷʼ,9,1.0000
0071+02BC,qʼ,26,0.7429
0071+02BC,ʛ,2,0.0571
0071+02BC,q̰,1,0.0286
0071+02BC,ʛ̥,1,0.0286
0071+02BC,ʁ̰,1,0.0286
0071+02BC,qʷʼ,1,0.0286
0071+02BC,q̪ʼ,1,0.0286
0071+02BC,qːʼ,1,0.0286
0071+02BC,qxʼ,1,0.0286
0071+02D0,qː,8,0.8889
0071+02D0,qːˤ,1,0.1111
0071+02D0+02BC,ʛː,1,0.3333
0071+02D0+02BC,qːʼ,1,0.3333
0071+02D0+02BC,ʛ̥ː,1,0.3333
0071+031A,q̚,1,1.0000
0071+0330,q̰,7,1.0000
0071+0330+02B7,q̰ʷ,3,1.0000
0071+0348,q͈,1,1.0000
0071+0348+02B7,q͈ʷ,1,1.0000
0071+03C7,qχ,4,0.5714
0071+03C7,qʰ,1,0.1429
0071+03C7,q̚,1,0.1429
0071+03C7,qχʰ,1,0.1429
0071+03C7+02B7,qχʷ,1,1.0000
0071+03C7+02B7+02BC,qχʷʼ,1,1.0000
0071+03C7+02BC,qχʼ,1,1.0000
0072,r,659,0.7949
0072,ɾ,59,0.0712
0072,r̥,27,0.0326
0072,rʲ,11,0.0133
0072,rː,7,0.0084
0072,d,7,0.0084
0072,ʁ,5,0.0060
0072,ɾ̥,5,0.0060
0072,l,5,0.0060
0072,ɹ,5,0.0060
0072,r̩,5,0.0060
0072,rʷ,4,0.0048
0072,ɽ,3,0.0036
0072,ɺ,2,0.0024
0072,ɗ,2,0.0024
0072,ɻ,2,0.0024
0072,d̪,1,0.0012
0072,rˠʷ,1,0.0012
0072,lː,1,0.0012
0072,rˑ,1,0.0012
0072,w̃,1,0.0012
0072,z͇,1,0.0012
0072,ɐ̯,1,0.0012
0072,rˠ,1,0.0012
0072,nr,1,0.0012
0072,j̃,1,0.0012
0072,ʔr,1,0.0012
0072,ɾ̪,1,0.0012
0072,dz,1,0.0012
0072,dr,1,0.0012
0072,rʱ,1,0.0012
0072,ɾ̃,1,0.0012
0072,n,1,0.0012
0072,s,1,0.0012
0072,t,1,0.0012
0072,x,1,0.0012
0072,z,1,0.0012
0072+02B1,rʱ,1,1.0000
0072+02B2,rʲ,11,0.8462
0072+02B2,r̥ʲ,1,0.0769
0072+02B2,ɾʲ,1,0.0769
0072+02B7,rʷ,11,1.0000
0072+02BC,rʼ,1,1.0000
0072+02C0,rˀ,1,1.0000
0072+02D0,rː,39,1.0000
0072+02D0+02BC,rːʼ,1,1.0000
0072+02D0+02E4,rːˤ,1,1.0000
0072+02E4,rˤ,3,1.0000
0072+0303,r̃,10,1.0000
0072+031D,r̝,2,1.0000
0072+0320,r̠,3,0.7500
0072+0320,r̠̃,1,0.2500
0072+0324,r̤,1,1.0000
0072+0325,r̥,7,0.5833
0072+0325,r̥ʲ,1,0.0833
0072+0325,r̥ˑ,1,0.0833
0072+0325,hr,1,0.0833
0072+0325,r,1,0.0833
0072+0325,ɾ̥,1,0.0833
0072+0329,r̩,3,1.0000
0072+032A,r̪,8,0.7273
0072+032A,r̪̥,1,0.0909
0072+032A,r̪ʲ,1,0.0909
0072+032A,r̪ː,1,0.0909
0072+032A+007C+0072,r̪|r,1,1.0000
0072+032A+02D0,r̪ː,1,1.0000
0072+0330,r̰,1,1.0000
0072+033A,r̺,1,1.0000
0072+0348+02D0,r͈ː,1,1.0000
0072+1DA3,rᶣ,1,1.0000
0073,s,1121,0.8082
0073,ʃ,93,0.0671
0073,z,38,0.0274
0073,sʲ,25,0.0180
0073,sʷ,18,0.0130
0073,sː,17,0.0123
0073,ts,10,0.0072
0073,h,8,0.0058
0073,ç,5,0.0036
0073,t̠ʃ,5,0.0036
0073,ʂ,4,0.0029
0073,ʒ,2,0.0014
0073,s̃,2,0.0014
0073,ʃː,2,0.0014
0073,sˠʷ,2,0.0014
0073,s̩,2,0.0014
0073,θ,2,0.0014
0073,ns,2,0.0014
0073,sˑ,2,0.0014
0073,s͉,2,0.0014
0073,c,2,0.0014
0073,tɕ,1,0.0007
0073,ʷs,1,0.0007
0073,t̠ʃʷ,1,0.0007
0073,z͈,1,0.0007
0073,s̪,1,0.0007
0073,s̬,1,0.0007
0073,̩ʃ,1,0.0007
0073,zː,1,0.0007
0073,sˤ,1,0.0007
0073,ʃ̃,1,0.0007
0073,ɕ,1,0.0007
0073,s͈,1,0.0007
0073,ʂː,1,0.0007
0073,ʃ͈,1,0.0007
0073,ʰs,1,0.0007
0073,sˠ,1,0.0007
0073,ɦ,1,0.0007
0073,tʰ,1,0.0007
0073,r,1,0.0007
0073,sʲʷ,1,0.0007
0073,tsʷ,1,0.0007
0073,ʃʷ,1,0.0007
0073,ɾ,1,0.0007
0073+0074,st,1,1.0000
0073+027E,sɾ,1,1.0000
0073+02B0,sʰ,6,1.0000
0073+02B2,sʲ,20,0.8000
0073+02B2,ʃ,1,0.0400
0073+02B2,sːʲ,1,0.0400
0073+02B2,t̠ʃ,1,0.0400
0073+02B2,ʃʲ,1,0.0400
0073+02B2,zʲ,1,0.0400
0073+02B2+02B7,sʲʷ,1,1.0000
0073+02B7,sʷ,36,1.0000
0073+02BC,sʼ,12,0.8571
0073+02BC,tsʼ,1,0.0714
0073+02BC,sːʼ,1,0.0714
0073+02C0,sˀ,4,0.8000
0073+02C0,tsʼ,1,0.2000
0073+02D0,sː,54,1.0000
0073+02D0+02BC,sːʼ,2,1.0000
0073+02D0+02E4,sːˤ,4,1.0000
0073+02E0,sˠ,1,1.0000
0073+02E4,sˤ,6,1.0000
0073+032A,s̪,30,0.8824
0073+032A,s̪ʲ,1,0.0294
0073+032A,ʃ,1,0.0294
0073+032A,sˠ,1,0.0294
0073+032A,z̪,1,0.0294
0073+032A+007C+0073,s̪|s,1,1.0000
0073+032A+02D0,s̪ː,2,1.0000
0073+032A+02E4,s̪ˤ,1,1.0000
0073+0330,s̰,2,1.0000
0073+033A,s̺,3,0.7500
0073+033A,z̺,1,0.2500
0073+033B,s̻,15,0.6818
