GlyphID,Allophone,Count,Frequency
0068,ʍ,1,0.0010
0068,l,1,0.0010
0068,xw,1,0.0010
0068,ɦ̃,1,0.0010
0068,ɸː,1,0.0010
0068,ɲ̟̥,1,0.0010
0068,h̃ʲ,1,0.0010
0068,ŋk,1,0.0010
0068,ŋ,1,0.0010
0068,ø,1,0.0010
0068,hˤ,1,0.0010
0068,fː,1,0.0010
0068,b,1,0.0010
0068,k,1,0.0010
0068,p,1,0.0010
0068,h͉,1,0.0010
0068,hː,1,0.0010
0068+0076,hv,1,1.0000
0068+02B2,hʲ,26,0.8966
0068+02B2,xʲ,2,0.0690
0068+02B2,h̃ʲ,1,0.0345
0068+02B2+02B7,hʲʷ,1,1.0000
0068+02B7,hʷ,53,0.9298
0068+02B7,h̃ʷ,2,0.0351
0068+02B7,xʷ,2,0.0351
0068+02BC,hʼ,1,1.0000
0068+02D0,hː,11,1.0000
0068+0303,h̃,4,1.0000
0068+1DA3,hᶣ,1,1.0000
0069,i,1184,0.7145
0069,ɪ,128,0.0772
0069,ĩ,76,0.0459
0069,iː,44,0.0266
0069,i̥,38,0.0229
0069,e,26,0.0157
0069,ɨ,26,0.0157
0069,j,24,0.0145
0069,ə,8,0.0048
0069,ĭ,8,0.0048
0069,iˑ,7,0.0042
0069,ḭ,7,0.0042
0069,y,7,0.0042
0069,ɛ,5,0.0030
0069,ii̯,4,0.0024
0069,i̠,4,0.0024
0069,iə,3,0.0018
0069,ɪ̈,3,0.0018
0069,ɪ̃,3,0.0018
0069,ɯ,3,0.0018
0069,ĭ̥,2,0.0012
0069,iˤ,2,0.0012
0069,i˞,2,0.0012
0069,jɪ,2,0.0012
0069,ɪ̆,2,0.0012
0069,a,2,0.0012
0069,ɪə,2,0.0012
0069,i̞,2,0.0012
0069,ei,1,0.0006
0069,ɨʲ,1,0.0006
0069,ʏ,1,0.0006
0069,ɻ̩̥,1,0.0006
0069,ɘ,1,0.0006
0069,ɪə̯,1,0.0006
0069,ɨ̥,1,0.0006
0069,ɨ̟,1,0.0006
0069,i͓,1,0.0006
0069,ɤ̞,1,0.0006
0069,ai,1,0.0006
0069,iᵊ,1,0.0006
0069,i̥ː,1,0.0006
0069,z̞̩,1,0.0006
0069,ɰɨ,1,0.0006
0069,ĩː,1,0.0006
0069,̯i̯,1,0.0006
0069,ɨ̠,1,0.0006
0069,ɻ̩,1,0.0006
0069,iə̯,1,0.0006
0069,iʲ,1,0.0006
0069,ɐ,1,0.0006
0069,jə,1,0.0006
0069,ia̯,1,0.0006
0069,ɨː,1,0.0006
0069,ɪː,1,0.0006
0069,ĩ̆,1,0.0006
0069,ə̴,1,0.0006
0069,e̞,1,0.0006
0069,u,1,0.0006
0069,iʌ,1,0.0006
0069,s̞̩,1,0.0006
0069,ʲi,1,0.0006
0069+0061,ia,21,1.0000
0069+0061+0075,iau,2,1.0000
0069+0061+02D0,iaː,3,1.0000
0069+0061+0303,iã,2,1.0000
0069+0065,ie,14,1.0000
0069+0065+02D0,ieː,1,1.0000
0069+0065+0303,iẽ,1,1.0000
0069+0065+031E,e̞,2,0.4000
0069+0065+031E,ie̞,2,0.4000
0069+0065+031E,iɛ,1,0.2000
0069+006F,io,4,1.0000
0069+006F+0075,iou,1,1.0000
0069+006F+02D0,ioː,1,1.0000
0069+0075,iu,7,1.0000
0069+00E6,iæ,1,1.0000
0069+0254,iɔ,2,1.0000
0069+0259,iə,7,1.0000
0069+025B,iɛ,4,0.4444
0069+025B,iɘ,1,0.1111
0069+025B,ia,1,0.1111
0069+025B,ɘ,1,0.1111
0069+025B,ɛ,1,0.1111
0069+025B,iæ,1,0.1111
0069+025B+02D0,iɛː,1,1.0000
0069+0268,iɨ,1,1.0000
0069+028A,iʊ,1,1.0000
0069+02C0,iˀ,1,1.0000
0069+02D0,iː,467,0.9121
0069+02D0,ĩː,9,0.0176
0069+02D0,i,8,0.0156
0069+02D0,ɪː,5,0.0098
0069+02D0,eː,5,0.0098
0069+02D0,ḭː,3,0.0059
0069+02D0,i̠ː,2,0.0039
0069+02D0,ɨː,2,0.0039
0069+02D0,ə̯iː,1,0.0020
0069+02D0,iːˤ,1,0.0020
0069+02D0,eːə̯,1,0.0020
0069+02D0,ʲiː,1,0.0020
0069+02D0,ɪi,1,0.0020
0069+02D0,iˑ,1,0.0020
0069+02D0,iə̯,1,0.0020
0069+02D0,i̤ː,1,0.0020
0069+02D0,eːi,1,0.0020
0069+02D0,ɯː,1,0.0020
0069+02D0,ĭ,1,0.0020
0069+02D0+0065,iːe,1,1.0000
0069+02D0+025B,iːɛ,1,1.0000
0069+02D1,iˑ,2,0.6667
0069+02D1,ɪˑ,1,0.3333
0069+02E0,iˠ,2,1.0000
0069+02E4,iˤ,1,1.0000
0069+0303,ĩ,246,0.9535
0069+0303,ɪ̃,7,0.0271
0069+0303,i,1,0.0039
0069+0303,ỹ,1,0.0039
0069+0303,ĩ̆,1,0.0039
0069+0303,ĩˤ,1,0.0039
0069+0303,ḭ̃,1,0.0039
0069+0303+0259,ĩə,1,1.0000
0069+0303+02D0,ĩː,45,1.0000
0069+0303+0330,ḭ̃,2,1.0000
0069+0306,ĭ,6,0.7500
0069+0306,ɯ̆,1,0.1250
0069+0306,ɪ̆,1,0.1250
0069+0308,ï,1,1.0000
0069+0318,i̘,1,0.5000
0069+0318,ĩ̘,1,0.5000
0069+0319,i̙,1,0.5000
0069+0319,ĩ̙,1,0.5000
0069+0319+02D0,i̙ː,1,0.5000
0069+0319+02D0,i̙̠ː,1,0.5000
0069+031C,i̜,2,1.0000
0069+031E,i̞,3,0.7500
0069+031E,i̤,1,0.2500
0069+031E+02D0,i̞ː,2,1.0000
0069+0324,i̤,13,0.9286
0069+0324,ĭ̤,1,0.0714
0069+0324+0061,i̤a,1,1.0000
0069+0324+02D0,i̤ː,6,1.0000
0069+0324+02D1,i̤ˑ,2,1.0000
0069+0325,i̥,2,0.6667
0069+0325,ɪ̥,1,0.3333
0069+0330,ḭ,8,1.0000
0069+0330+02D0,ḭː,1,1.0000
0069+0330+02D1,ḭˑ,1,1.0000
006A,j,1173,0.8663
006A,j̃,30,0.0222
006A,j̥,24,0.0177
006A,ʝ,16,0.0118
006A,ɲ,14,0.0103
006A,jː,9,0.0066
006A,d̠ʒ,7,0.0052
006A,jʷ,6,0.0044
006A,ʒ,6,0.0044
006A,i,6,0.0044
006A,ɟ,5,0.0037
006A,ç,5,0.0037
006A,e̯,4,0.0030
006A,ɥ,3,0.0022
006A,ɪ̯,3,0.0022
006A,j̰,2,0.0015
006A,ɟʝ,2,0.0015
006A,dʲ,2,0.0015
006A,ɡʲ,2,0.0015
006A,ɣ,2,0.0015
006A,j͉,2,0.0015
006A,w,2,0.0015
006A,nʲ,2,0.0015
006A,z,2,0.0015
006A,ʃ,1,0.0007
006A,dzj,1,0.0007
006A,ʑj,1,0.0007
006A,ɪ,1,0.0007
006A,jʒ,1,0.0007
006A,ɲj̃,1,0.0007
006A,θ,1,0.0007
006A,j̆,1,0.0007
006A,t̠ʃ,1,0.0007
006A,j̰̃,1,0.0007
006A,ʔʲ,1,0.0007
006A,ñ,1,0.0007
006A,ɟʑ,1,0.0007
006A,jʱ,1,0.0007
006A,ʔj,1,0.0007
006A,ə̆,1,0.0007
006A,zʲ,1,0.0007
006A,ɡ,1,0.0007
006A,e̞̯,1,0.0007
006A,l,1,0.0007
006A,ɣ̟,1,0.0007
006A,sʲ,1,0.0007
006A,ʰj,1,0.0007
006A,ɛ̯,1,0.0007
006A,ĭ,1,0.0007
006A+0061,ja,3,1.0000
006A+0061+0069+032F,jai̯,1,1.0000
006A+0061+0075+032F,jau̯,1,1.0000
006A+0061+0303+02D0,jãː,1,1.0000
006A+0065,je,1,1.0000
006A+0065+0075+032F,jeu̯,1,1.0000
006A+006F,jo,1,1.0000
006A+0075,ju,2,0.6667
006A+0075,iu̯,1,0.3333
006A+0254,jɔ,1,1.0000
006A+025B,jɛ,1,1.0000
006A+0294,jʔ,1,1.0000
006A+02B1,jʱ,1,1.0000
006A+02B7,jʷ,14,0.9333
006A+02B7,jɥ,1,0.0667
006A+02C0,jˀ,9,1.0000
006A+02D0,jː,41,0.9762
006A+02D0,j̃ː,1,0.0238
006A+02E4,jˤ,1,1.0000
006A+0303,j̃,8,1.0000
006A+0325,j̥,13,0.9286
006A+0325,ç,1,0.0714
006A+0325+02B7,j̥ʷ,1,1.0000
006A+0330,j̰,13,0.8125
006A+0330,jʔ,1,0.0625
006A+0330,dj,1,0.0625
006A+0330,ˀj̥,1,0.0625
006B,k,1184,0.6615
006B,ɡ,100,0.0559
006B,kʰ,90,0.0503
006B,k̚,69,0.0385
006B,kʲ,53,0.0296
006B,kʷ,48,0.0268
006B,ʔ,26,0.0145
006B,ɣ,26,0.0145
006B,x,20,0.0112
006B,q,16,0.0089
006B,c,14,0.0078
006B,kː,13,0.0073
006B,k̟,11,0.0061
006B,h,9,0.0050
006B,t̠ʃ,9,0.0050
006B,k̠,6,0.0034
006B,χ,6,0.0034
006B,ŋk,6,0.0034
006B,kx,6,0.0034
006B,ʁ,4,0.0022
006B,kⁿ,4,0.0022
006B,ʰk,3,0.0017
006B,kf,3,0.0017
006B,ɰ,3,0.0017
006B,d̠ʒ,2,0.0011
006B,k͉,2,0.0011
006B,ŋ,2,0.0011
006B,kˑ,2,0.0011
006B,qχ,2,0.0011
006B,ɟ,2,0.0011
006B,ɡ̚,2,0.0011
006B,kʲʷ,2,0.0011
006B,ʀ,1,0.0006
006B,ʰkʰ,1,0.0006
006B,k̟ʲ,1,0.0006
006B,ʔʷ,1,0.0006
006B,ɡ̥,1,0.0006
006B,j,1,0.0006
006B,cç,1,0.0006
006B,hʷ,1,0.0006
006B,k̠ʰ,1,0.0006
006B,kɣʷ,1,0.0006
006B,ʕ,1,0.0006
006B,kw,1,0.0006
006B,k̃,1,0.0006
006B,kˠʷ,1,0.0006
006B,qʰ,1,0.0006
006B,ʔ̚,1,0.0006
006B,k̚ʷ,1,0.0006
006B,qʷ,1,0.0006
006B,q̚,1,0.0006
006B,ˀk,1,0.0006
006B,k̟ː,1,0.0006
006B,kp̚,1,0.0006
006B,kʼ,1,0.0006
006B,kɣ,1,0.0006
006B,kˀ,1,0.0006
006B,kχ,1,0.0006
006B,ʷk,1,0.0006
006B,k͈,1,0.0006
006B,qχʰ,1,0.0006
006B,kŋ,1,0.0006
006B,ʔk,1,0.0006
006B,cʰ,1,0.0006
006B,kʰʲ,1,0.0006
006B,kˤ,1,0.0006
006B,ç,1,0.0006
006B,ɦ,1,0.0006
006B,kh,1,0.0006
006B,k͈̚,1,0.0006
006B,s,1,0.0006
006B,kp,1,0.0006
006B,t,1,0.0006
006B,cʝ,1,0.0006
006B,k̟ʰ,1,0.0006
006B,ɡʲ,1,0.0006
006B,ɡ̟,1,0.0006
006B+0066,kf,2,1.0000
006B+006D,km,1,1.0000
006B+0070,kp,337,0.9233
006B+0070,kpʰ,8,0.0219
006B+0070,kpʷ,6,0.0164
006B+0070,kpʲ,3,0.0082
006B+0070,ɡb,3,0.0082
006B+0070,k,1,0.0027
006B+0070,tp,1,0.0027
006B+0070,kpⁿ,1,0.0027
006B+0070,p,1,0.0027
006B+0070,kʷ,1,0.0027
006B+0070,ŋmkp,1,0.0027
006B+0070,cp,1,0.0027
006B+0070,kp̚,1,0.0027
006B+0070+0072,kpr,1,1.0000
006B+0070+027E,kpɾ,1,1.0000
006B+0070+02B0,kpʰ,3,0.7500
006B+0070+02B0,ɡb,1,0.2500
006B+0070+02B2,kpʲ,4,1.0000
006B+0070+02B7,kpʷ,5,1.0000
006B+0070+02D0,kpː,2,1.0000
006B+0070+02E4,kpˤ,1,1.0000
006B+0078,kx,4,1.0000
006B+0078+02B0,kxʰ,3,0.7500
006B+0078+02B0,kʰ,1,0.2500
006B+0078+02B7,kxʷ,1,1.0000
006B+0078+02BC,kxʼ,3,1.0000
006B+014B,kŋ,2,1.0000
006B+01C0,kǀ,12,1.0000
006B+01C0+0068,kǀh,1,1.0000
006B+01C0+006B+0078+02BC,kǀkxʼ,1,1.0000
006B+01C0+0078,kǀx,2,1.0000
006B+01C0+0078+02BC,kǀxʼ,1,1.0000
006B+01C0+0294,kǀʔ,1,1.0000
006B+01C0+02B0,kǀʰ,7,0.8750
006B+01C0+02B0,qǀʰ,1,0.1250
006B+01C0+02B0+02B7,kǀʰʷ,1,1.0000
006B+01C0+02B0+02BC,kǀʰʼ,1,1.0000
006B+01C0+02B7,kǀʷ,1,1.0000
006B+01C0+02BC,kǀʼ,3,1.0000
006B+01C0+032A,kǀ̪,1,1.0000
006B+01C1,kǁ,8,1.0000
006B+01C1+0068,kǁh,1,1.0000
006B+01C1+006B+0078+02BC,kǁkxʼ,1,1.0000
006B+01C1+0078,kǁx,2,1.0000
006B+01C1+0078+02BC,kǁxʼ,1,1.0000
006B+01C1+0294,kǁʔ,1,1.0000
006B+01C1+02B0,kǁʰ,5,0.8333
006B+01C1+02B0,qǁʰ,1,0.1667
006B+01C1+02B0+02BC,kǁʰʼ,1,1.0000
006B+01C1+02BC,kǁʼ,2,1.0000
006B+01C2,kǂ,3,1.0000
006B+01C2+0068,kǂh,1,1.0000
006B+01C2+006B+0078+02BC,kǂkxʼ,1,1.0000
006B+01C2+0078,kǂx,1,1.0000
006B+01C2+0294,kǂʔ,1,1.0000
006B+01C2+02B0,qǂʰ,1,0.5000
006B+01C2+02B0,kǂʰ,1,0.5000
006B+01C3,kǃ,12,1.0000
006B+01C3+0068,kǃh,1,1.0000
006B+01C3+006B+0078+02BC,kǃkxʼ,1,1.0000
006B+01C3+0078,kǃx,2,1.0000
006B+01C3+0078+02BC,kǃxʼ,1,1.0000
006B+01C3+0294,kǃʔ,1,1.0000
006B+01C3+02B0,kǃʰ,7,0.8750
006B+01C3+02B0,qǃʰ,1,0.1250
006B+01C3+02B0+02BC,kǃʰʼ,1,1.0000
006B+01C3+02BC,kǃʼ,2,1.0000
006B+01C3+032A,kǃ̪,1,1.0000
006B+0261,kɡ,1,1.0000
006B+027E,kɾ,1,1.0000
006B+0298,kʘ,2,1.0000
006B+0298+0068,kʘh,1,1.0000
006B+0298+006B+0078+02BC,kʘkxʼ,1,1.0000
006B+0298+0078,kʘx,1,1.0000
006B+0298+0294,kʘʔ,1,1.0000
006B+0298+02B0,kʘʰ,1,0.5000
006B+0298+02B0,qʘʰ,1,0.5000
006B+029F+0353+0325+02BC,kʟ͓̥ʼ,1,0.5000
006B+029F+0353+0325+02BC,kxʼ,1,0.5000
006B+02B0,kʰ,178,0.6593
006B+02B0,k,15,0.0556
006B+02B0,k̚,13,0.0481
006B+02B0,k̟ʰ,8,0.0296
006B+02B0,x,5,0.0185
006B+02B0,k̟,4,0.0148
006B+02B0,kʰʲ,4,0.0148
006B+02B0,cʰ,4,0.0148
006B+02B0,kx,3,0.0111
006B+02B0,k̟̚,2,0.0074
006B+02B0,χ,2,0.0074
006B+02B0,kː,2,0.0074
006B+02B0,ɡ,2,0.0074
006B+02B0,ɣ,2,0.0074
006B+02B0,ŋkʰ,2,0.0074
006B+02B0,kːʰ,1,0.0037
006B+02B0,q̚,1,0.0037
006B+02B0,cç,1,0.0037
006B+02B0,k̠ʰ,1,0.0037
006B+02B0,t̠ʃʰ,1,0.0037
006B+02B0,kˀ,1,0.0037
006B+02B0,ˀk,1,0.0037
006B+02B0,kxʷ,1,0.0037
006B+02B0,qʰ,1,0.0037
006B+02B0,k̠,1,0.0037
006B+02B0,c,1,0.0037
006B+02B0,kʲ,1,0.0037
006B+02B0,kʷ,1,0.0037
006B+02B0,c̬ʰ,1,0.0037
006B+02B0,ʰkː,1,0.0037
006B+02B0,ʰk,1,0.0037
006B+02B0,ʰk̟ː,1,0.0037
006B+02B0,ʰkˑ,1,0.0037
006B+02B0,kʰʷ,1,0.0037
006B+02B0,q,1,0.0037
006B+02B0,k̬ʰ,1,0.0037
006B+02B0,h,1,0.0037
006B+02B0,kⁿ,1,0.0037
006B+02B0,kʰˠʷ,1,0.0037
006B+02B0+02B2,kʰʲ,3,0.7500
006B+02B0+02B2,kʲ,1,0.2500
006B+02B0+02B7,kʰʷ,21,0.9130
006B+02B0+02B7,kxʷ,1,0.0435
006B+02B0+02B7,kʷ,1,0.0435
006B+02B1+02B7,kʱʷ,1,1.0000
006B+02B2,kʲ,58,0.9831
006B+02B2,ŋɡʲ,1,0.0169
006B+02B2+02BC,kʲʼ,17,0.9444
006B+02B2+02BC,kʼ,1,0.0556
006B+02B7,kʷ,203,0.9103
006B+02B7,ɡʷ,6,0.0269
006B+02B7,kʰʷ,3,0.0135
006B+02B7,kːʷ,3,0.0135
006B+02B7,k,2,0.0090
006B+02B7,ɣʷ,2,0.0090
006B+02B7,k̚ʷ,1,0.0045
006B+02B7,qʷ,1,0.0045
006B+02B7,hʷ,1,0.0045
006B+02B7,ŋkʷ,1,0.0045
006B+02B7+027E,kʷɾ,1,1.0000
006B+02B7+02BC,kʷʼ,38,0.9500
006B+02B7+02BC,kːʷʼ,1,0.0250
006B+02B7+02BC,ɡʷ,1,0.0250
006B+02BC,kʼ,109,0.8583
006B+02BC,kːʼ,3,0.0236
006B+02BC,kʲʼ,2,0.0157
006B+02BC,kʷʼ,2,0.0157
006B+02BC,ɡ,1,0.0079
006B+02BC,ɡˀ,1,0.0079
006B+02BC,k̟ʼ,1,0.0079
006B+02BC,qʼ,1,0.0079
006B+02BC,ɟ̰,1,0.0079
006B+02BC,q,1,0.0079
006B+02BC,ɡ̰,1,0.0079
006B+02BC,ʔ,1,0.0079
006B+02BC,cʼ,1,0.0079
006B+02BC,k̚,1,0.0079
006B+02BC,k̠ʼ,1,0.0079
006B+02C0,kˀ,1,1.0000
006B+02D0,kː,61,0.8971
006B+02D0,ɡː,2,0.0294
006B+02D0,kːʰ,1,0.0147
006B+02D0,k̟ːʲ,1,0.0147
006B+02D0,ˀk,1,0.0147
006B+02D0,qχːʰ,1,0.0147
006B+02D0,kːˤ,1,0.0147
006B+02D0+02B0,kːʰ,4,0.8000
006B+02D0+02B0,kcʰ,1,0.2000
006B+02D0+02B0+02B7,kːʰʷ,1,1.0000
006B+02D0+02B7,kːʷ,2,1.0000
006B+02D0+02B7+02BC,kːʷʼ,1,1.0000
006B+02D0+02BC,kːʼ,13,1.0000
006B+02E4,kˤʷ,1,0.5000
006B+02E4,kˤ,1,0.5000
006B+0303,k̃,2,0.6667
006B+0303,kp̃,1,0.3333
006B+0303+02B7,k̃ʷ,1,1.0000
006B+031F,k̟,5,0.3571
006B+031F,k,2,0.1429
006B+031F,ɡ,1,0.0714
006B+031F,c,1,0.0714
006B+031F,k̟̚,1,0.0714
006B+031F,k̟ʲ,1,0.0714
006B+031F,kʷ,1,0.0714
006B+031F,ɡ͈̟,1,0.0714
006B+031F,ɡ̟,1,0.0714
006B+031F+02B0,k̟ʰ,2,0.2857
006B+031F+02B0,k̟̚,1,0.1429
006B+031F+02B0,kʰʷ,1,0.1429
006B+031F+02B0,k̟ʰʲ,1,0.1429
006B+031F+02B0,kʰ,1,0.1429
006B+031F+02B0,k̟,1,0.1429
006B+031F+02B0+02B2,k̟ʰʲ,2,0.5000
006B+031F+02B0+02B2,t̠ʃʲ,1,0.2500
006B+031F+02B0+02B2,k̟x̟ʲ,1,0.2500
006B+031F+02B2+02BC,k̟ʲʼ,1,0.5000
006B+031F+02B2+02BC,t̠ʃʲʼ,1,0.5000
006B+0330,k̰,10,0.9091
006B+0330,k̰ʲ,1,0.0909
006B+0330+02B7,k̰ʷ,4,1.0000
006B+033B,k̻,1,1.0000
006B+0348,k͈,2,1.0000
006B+0348+02B7,k͈ʷ,1,1.0000
006B+0348+02D0,k͈ː,2,0.4000
006B+0348+02D0,k͈ːʷ,2,0.4000
006B+0348+02D0,k͈ːʲ,1,0.2000
006B+0349,k͉,5,0.6250
006B+0349,ɡ,2,0.2500
006B+0349,ɡ͉,1,0.1250
006B+0349+02B7,k͉ʷ,1,1.0000
006B+1DA3,kᶣ,2,1.0000
006B+203C,k‼,1,1.0000
006B+203C+0078,k‼x,1,1.0000
006B+203C+0078+02BC,k‼xʼ,1,1.0000
006B+203C+02B0,k‼ʰ,1,1.0000
006B+203C+02B0+02BC,k‼ʰʼ,1,1.0000
006B+203C+02BC,k‼ʼ,1,1.0000
006C,l,1059,0.7781
006C,r,36,0.0265
006C,lʲ,24,0.0176
006C,ɾ,23,0.0169
006C,d,22,0.0162
006C,n,21,0.0154
006C,l̥,21,0.0154
006C,lː,15,0.0110
006C,lʷ,12,0.0088
006C,lˠ,11,0.0081
006C,ʎ,11,0.0081
006C,ɭ,11,0.0081
006C,l̩,11,0.0081
006C,l̪,10,0.0073
006C,l̃,9,0.0066
006C,ɺ,8,0.0059
006C,ɬ,6,0.0044
006C,l̰,3,0.0022
006C,dl,3,0.0022
006C,ɫ,3,0.0022
006C,t,3,0.0022
006C,lˤ,2,0.0015
006C,ɗ,2,0.0015
006C,lˠʷ,2,0.0015
006C,ɟ,2,0.0015
006C,l̩ˠ,2,0.0015
006C,ɹ,2,0.0015
006C,d̪,1,0.0007
006C,ɾl,1,0.0007
006C,lˑ,1,0.0007
006C,nl,1,0.0007
006C,l̪ˠ,1,0.0007
006C,lj,1,0.0007
006C,ˀl,1,0.0007
006C,ɹ̚,1,0.0007
006C,l̩ʲ,1,0.0007
006C,ʎ̟,1,0.0007
006C,nt,1,0.0007
006C,l̩ˠʷ,1,0.0007
006C,ɾ̃,1,0.0007
006C,ɲ,1,0.0007
006C,ʔl,1,0.0007
006C,r̃,1,0.0007
006C,l̟,1,0.0007
006C,l̚,1,0.0007
006C,c,1,0.0007
006C,ɬ̪,1,0.0007
006C,nd,1,0.0007
006C,tʰ,1,0.0007
006C,lʰ,1,0.0007
006C,lʱ,1,0.0007
006C,ɻ,1,0.0007
006C,ɽ,1,0.0007
006C,l̻,1,0.0007
006C+0064,ld,1,1.0000
006C+0266,lɦ,1,1.0000
006C+0294,lʔ,1,1.0000
006C+02B1,lʱ,3,1.0000
006C+02B2,lʲ,28,0.8750
006C+02B2,l̥ʲ,2,0.0625
006C+02B2,lːʲ,1,0.0312
006C+02B2,ɮ,1,0.0312
006C+02B2+02B7,lʲʷ,1,1.0000
006C+02B7,lʷ,19,0.9500
006C+02B7,lɥ,1,0.0500
006C+02BC,lʼ,3,1.0000
006C+02C0,lˀ,2,1.0000
006C+02D0,lː,67,1.0000
006C+02D0+02BC,lːʼ,1,1.0000
006C+02D0+02E4,lːˤ,3,1.0000
006C+02E0,lˠ,12,0.7059
006C+02E0,l̥ˠ,3,0.1765
006C+02E0,l,2,0.1176
006C+02E4,lˤ,6,0.8571
006C+02E4,l̩ˤ,1,0.1429
006C+0303,l̃,5,1.0000
006C+0320,l̠,1,1.0000
006C+0324,l̤,3,1.0000
006C+0325,l̥,23,0.8214
006C+0325,ʎ̥,1,0.0357
006C+0325,l̥ˑ,1,0.0357
006C+0325,l̥ʲ,1,0.0357
006C+0325,hl,1,0.0357
006C+0325,l̥ʷ,1,0.0357
006C+0325+02B2,l̥ʲ,2,1.0000
006C+0325+02D0,l̥ː,1,1.0000
006C+0325+02E0,l̥ˠ,2,1.0000
006C+0329,l̩,3,1.0000
006C+032A,l̪,51,0.7183
006C+032A,r,2,0.0282
006C+032A,l̪̥,2,0.0282
006C+032A,l̪ː,2,0.0282
006C+032A,l̪ʲ,2,0.0282
006C+032A,l̪̩,1,0.0141
006C+032A,l̥,1,0.0141
006C+032A,d,1,0.0141
006C+032A,ɹ̃,1,0.0141
006C+032A,l,1,0.0141
006C+032A,l̩,1,0.0141
006C+032A,l̪̚,1,0.0141
006C+032A,n,1,0.0141
006C+032A,ɫ̪,1,0.0141
006C+032A,ɹ,1,0.0141
006C+032A,ɽ,1,0.0141
006C+032A,ɭ,1,0.0141
006C+032A+007C+006C,l̪|l,1,1.0000
006C+032A+02B2,l̪ʲ,1,1.0000
006C+032A+02B7,l̪ʷ,1,1.0000
006C+032A+02D0,l̪ː,2,1.0000
006C+032A+02E0,l̪ˠ,3,1.0000
006C+032A+0329,l̪̩,1,1.0000
006C+0330,l̰,9,1.0000
006C+0330+033B,l̰̻,1,0.5000
006C+0330+033B,ˀl̻̥,1,0.5000
006C+033B,l̻,5,0.5556
006C+033B,l̻̥,2,0.2222
006C+033B,l̪,1,0.1111
006C+033B,l̻ʲ,1,0.1111
006C+033B+02D0,l̻ː,1,1.0000
006C+0348+02D0,l͈ː,1,1.0000
006C+0349,l͉,1,1.0000
006C+1DA3,lᶣ,1,1.0000
006D,m,1220,0.8305
006D,mʷ,30,0.0204
006D,m̩,26,0.0177
006D,m̥,24,0.0163
006D,mʲ,24,0.0163
006D,ɱ,22,0.0150
006D,ŋ,20,0.0136
006D,mː,16,0.0109
006D,n,12,0.0082
006D,mb,11,0.0075
006D,bm,6,0.0041
006D,ɲ,6,0.0041
006D,w̃,5,0.0034
006D,b,5,0.0034
006D,m̚,4,0.0027
006D,m̰,3,0.0020
006D,mˠ,3,0.0020
006D,w,3,0.0020
006D,ṽ,2,0.0014
006D,mˠʷ,2,0.0014
006D,ŋm,2,0.0014
006D,ʔm,2,0.0014
006D,mˑ,2,0.0014
006D,β̞,1,0.0007
006D,mm̥,1,0.0007
006D,bṽ,1,0.0007
006D,ˀm,1,0.0007
006D,mv,1,0.0007
006D,mʱ,1,0.0007
006D,m̥ˑ,1,0.0007
006D,m̻,1,0.0007
006D,β̞̃,1,0.0007
006D,m͉,1,0.0007
006D,m͈,1,0.0007
006D,ɓ,1,0.0007
006D,n̪,1,0.0007
006D,ɱv,1,0.0007
006D,p,1,0.0007
006D,mw,1,0.0007
006D,u,1,0.0007
006D,mp,1,0.0007
006D,m̩v,1,0.0007
006D+0062,mb,228,0.9084
006D+0062,mbʲ,4,0.0159
006D+0062,b,3,0.0120
006D+0062,mbʷ,3,0.0120
006D+0062,m,2,0.0080
006D+0062,p,2,0.0080
006D+0062,pʲ,1,0.0040
006D+0062,β̞̃,1,0.0040
006D+0062,b̃ʷ,1,0.0040
006D+0062,bm,1,0.0040
006D+0062,b̃,1,0.0040
006D+0062,β,1,0.0040
006D+0062,mp,1,0.0040
006D+0062,mpʰ,1,0.0040
006D+0062,mʙ,1,0.0040
006D+0062+0076,mbv,2,1.0000
006D+0062+007A,mbz,1,1.0000
006D+0062+027E,mbɾ,1,1.0000
006D+0062+02B2,mbʲ,3,1.0000
006D+0062+02B7,mbʷ,12,1.0000
006D+0062+02D0,mbː,1,1.0000
006D+0062+02E0,mbˠ,1,1.0000
006D+0070,mp,27,0.9000
006D+0070,mʙ̥,1,0.0333
006D+0070,mpʰ,1,0.0333
006D+0070,mb,1,0.0333
006D+0070+0066,mpf,1,1.0000
006D+0070+0066+02BC,mpfʼ,1,1.0000
006D+0070+027E,mpɾ,1,1.0000
006D+0070+02B0,mpʰ,2,1.0000
006D+0070+02B2,mpʲ,2,1.0000
006D+0070+02B7,mpʷ,1,1.0000
006D+0070+02BC,mpʼ,1,1.0000
006D+0076,mv,1,1.0000
006D+0077,mw,1,1.0000
006D+0253,mɓ,2,1.0000
006D+0266,mɦ,1,1.0000
006D+027E,mɾ,1,1.0000
006D+02B1,mʱ,5,1.0000
006D+02B2,mʲ,28,0.9655
006D+02B2,mːʲ,1,0.0345
006D+02B7,mʷ,50,0.9615
006D+02B7,m,1,0.0192
006D+02B7,mɰ,1,0.0192
006D+02BC,mʼ,2,1.0000
006D+02C0,mˀ,7,1.0000
006D+02D0,mː,74,1.0000
006D+02D0+02B7,mːˤʷ,1,0.5000
006D+02D0+02B7,mːʷ,1,0.5000
006D+02D0+02E0+02B7,mːˠʷ,1,1.0000
006D+02D0+02E4,mːˤ,2,1.0000
006D+02E0,ɱˠ,1,0.5000
