language,ruhlen,iso,iso_a3,family,population,region,location,latitude,longitude,tˡ̥,tːˡ,bͮ,ᶡčʰ,kˡ,dᵞ,čʰʷ,ɡ́,tᶿ,ɡ̰̌,tˣˀ,ɡ̌,cʹˀ,ⁿ̃čʰ,ɟ́,kˡˀ,ɡ̌ː,tᴮ,tˢʱ,č̣,pˢ̌ˀ,ṭˢˀ,č̣ˀ,čʷ,tˢˀʷ,ḍʳ,bɡ̌,ⁿ̃ɡ̣̌,ɡ̤̌,ᶡčˀ,čʰ,ͫpˀ,ṭʳ,qːᵡ,dʳ,qᵡʰ,qᵡˀ,č,ᵈtˢʰ,tˡ̥ʰ,pˡʰ,qᵡ,dˡ,ʰtˢ,dᶻˀ,ⁿtˡˀ,qᵡʷ,qᵡˀʷ,pᶲ,bᶻ̌,tˢʰ,ṭˢ,tˡˀ,dᶻᵞ,ɡ̣̌,dᵝ,ⁿtˢʰ,ͫbͮ,tːˡˀ,ḍᶻ,ˀbˡ,ptˢ,tˣ,č̣ʰ,cʹ,pᶠʰ,ⁿd̪ᶻ,bᵝ,dᶻ,ⁿdˡ,čʲ,ⁿ̃ɡ̌,pˢ̌ʰ,tʳ,kːˣ,ɡ̌ʷ,čˀ,kːˣˀ,ɠ̌,ˀɡ̌,tˡ,qːᵡˀ,ᵈčˀ,ɡᵞ,tˢˀ,ⁿdᶻ,ᵈtˢˀ,čˣ,tˢ,ṭˢʰ,t̪ˀ,čː,ʰč,tᶿʰ,tˡʰ,ᵈt̪ˀ,ͫpᶠˀ,tᶿˀ,ᵈtˢˣ,dᶻʱ,pˀ,pˡ,bdᶻ,kˣˀ,dᶻˣ,d̤ᶻ,dᶞ,ͫbˡ,d̯ᶞ,tˢˣ,pᶠ,pᶠˀ,ⁿtˢ,kˣ,pˢ,tᶲʰ,pč,ɔ̤,ɯ,ʌ,o,ɤ,u,o̤,ɒ,u̱,ṳ,ɔ,ɯ̌,ɑ,o˂,ʊ̤,o̰,ʊ,ɨ̤,ɐ,ʉ,a̤,ə,ɨ̅,ɨ,aː,ɵ,ə̤,a,a̰,ɡ/n,ˀnʘ,qʘʰ,G!ʰ,Gʘʰ,nǁ,nǂˀʰ,ǁˣ,ɡ/ˣ,/kˣˀ,ǁkˣˀ,Gʘ,nǁˣ,ɡ/kˣˀ,qǂˀ,n!ˀʰ,q!ʰ,!,ǁˣˀ,/ʰ,nʘ,ǂʰ,!ʱ,ᵑ!,/ˀ,n/ˣ,qǁˀ,n!,+,n!n,ǂ,/,nǂʱ,ǂkˣˀ,ᵑ/,n+,n̥ʘ,ᵑ!ᶢ,q/ˀ,n/ˀʰ,!ˣ,!ˣˀ,n/,nǂˣ,n/ʱ,n̥ǂ,Gǂ,ˀn!,ɡǁkˣˀ,+kˣˀ,ʘkˣˀ,n!ʰ,!kˣˀ,ɡǁˣ,ǂʱ,ˀnǂ,ˀn/,qǂʰ,n/n,qʘ,ɡ!kˣˀ,nǁˀʰ,G/ʰ,qǂ,ʘˣ,ʘʱ,G!,ɡǂn,ɡǂˀʰ,ǁˀ,qǁ,+ˀ,ɡʘˣ,G/,ǁ,!ˀʰ,n̥!ʰ,q/ʰ,ǂˀʰ,ɡǂ,nǁʱ,ˀnǁ,nǂn,ǁʰ,/ʱ,Gǁ,/ˀʰ,/ˣ,nǁʰ,ǂˣ,nʘʱ,ʘ,q!,ɡǁ,ɡ!ˀʰ,n̥ǂʰ,n/ʰ,nǁn,ɡ!ˣ,!ˀ,ɡʘkˣˀ,ᵑ/ᶢ,ɡʘ,q/,n̥ǁ,n̥!,!ʰ,ɡ!,q!ˀ,ɡ/ˀʰ,ǂˣˀ,ɡǂˣ,ʘˣˀ,n!ʱ,ɡǁn,ɡ!n,+ˣ,n!ˣ,n̥ǁʰ,ᵑǁ,n̥/,qʘˀ,ɡ/,Gǁʰ,nǂ,ǁˀʰ,ɡǂkˣˀ,n̥/ʰ,ǂˀ,qǁʰ,ɡǁˀʰ,ᵑǁᶢ,/ˣˀ,ǁʱ,Gǂʰ,ʘʰ,ʘˀ,ð,vʷ,ɣʷ,z̥̣,ħ,v̤,xˀ,sʰ,šːˀ,šʲ,ɣ,ɸˢ,ʕ,sˀ,ʮː,ⁿs,šʷ,ˀẓ,ᵈžʰ,ⁿz,sʷ,ˀɣ,βʲ,ʯˀ,ˀh,hᵚ,s̪,ʯʷ,š,fs,ˀv,ç,ˀz,sʲ,ʕʷ,s̪ːˀ,ⁿ̃ž,ͫv,zˀ,ɸˀ,fʷ,ðʲ,ˀð,β,f,h,ṣˀ,ʕˀ,ɸʷ,r,s,ʁʷ,ʮ,ʁ,v,sʹ,xˀʷ,x,z̪,z,ʯˀʷ,ɦ,zʷ,šˀ,ṣ̌,ˀʁʷ,ʁˀ,z̪ʲ,ˀs̪,fʰ,ṣ,ˀʁ,ʯ,ᵈžˣ,h˜,ɸʲ,ɣ˜,fˢ̌,z̤,hʷ,βʷ,ʮˀ,xʷ,sː,šʰ,xʰ,žʱ,vj^,β˜,ᵈzˣ,zʱ,j^,vz,fç,hʲ,fˀ,ž,v˜,çː,ẓ̌,v̥,ɸ,ẓ,ʕˀʷ,zʹ,vʰ,i̱,e,i,i̤,æ,e̤,I,ø,y,I̤,ɛ̤,ɛ,Y,œ,e̅,ḛ,e˃,w̤,ə̯,j,j̥,w˜,ˀj,ɨ̯,w̥,w,ɯ̯,jˀ,ɑ̯,ˀw,ɥ˜,wˀ,j̤,ɥ,ȷ˜,ɬʰ,l̥ᵚ,l̪̥,ʎ̣,ɬ̣,l,ɬˀ,ḷ̥,lᵚ,l̤,ɬ,ɬː,ˀl,ḷ̌,l̯,L̥,ʎ,L,l˜,l̪,ɮ,ʎᵚ,l̥,ɬ̪,ľ,lˀ,ḷ̤,bɮ,ḷ,ʎ̥,lʲ,c̯,ˀc,cː,cᴺ,cʲʷ,c̥,cʰ,cᶛ,cʲː,cˀ,c̣,cʲ,ᴺc,c̣ː,ʰcᴺ,cːː,ͨN,cᵚ,c̤,cʲ̱,cʷ,vowelharmony,vː̰,vowelharmony_TR,v̱,v˜ᶛ,vː,v̤̅,v˜̰,vʔ,vˀv,v̤,vˀ_v,nasalharmony,vː̤,̅vː,v̆,v˜,v̰ː,v̥,v˜̤,v˜ː,̱vː,v̅,vᶛ,v̰,v̤ː,vˀ,mˡ,n̪̥,n̥˜,n̥,ˀn˜,ŋm,ṇ̥,nʱ,ŋ̥ʷ,ˀn̪,ŋʷ,m,n,ˀŋʷ,ŋˀ,ṇ,m̥,mʷ,nˀ,ˀm,nm,ɱ,ˀn,mʱ,N,mᶛ,nʲ,mˀ,ŋᵚ,n̤,n̪ᵚ,mn˜,n˜,ṇ̤,ŋ^,ŋʲ,n̯,ŋ̥ʲ,m̥ˡ,ˀŋ,ŋ,n˜̥,m̤,n̪,nʷ,mᵚ,ŋ̥,kʷ,ɗ̪,ɡ̤,ᴳqʰ,ʔ,t̪,ʄ,k^,ᵈt̪ˣ,tʰ,dˀ,ɟ̤,ᶢkʰ,pː,dʲ,ɡ^,ɡb,pʱ,ɡd,tˣˀ,kp,ⁿd,kt,ⁿḍ,ɗ̤,ᴺG,ḍˀ,qʰ,d̤̣,d̪,ɡːʷ,bˀ,ʔʷ,tː,qˀʷ,ⁿtʰ,ⁿt,pʰ,ᵑɡ,dˣ,ⁿdʲ,t̯,ɓ,d̰,ˀb,ɓ̤,ɟ,ˀd,kˀ,cˣ,ɡʷ,pˀkˣˀ,bʷ,ˀk,qᶛ,ʰd,ɗ̣,qʰʷ,ͫb,ᵑͫɡb,ˀp,ᵇpʰ,ʰk,t̪ᵚ,ˀt,tʲ,cˀ,tˀ,ṭ,ᵑkʷ,ʰp,d̤,ḍ̰,ʰt,ͫp,ͫbʷ,ˀɟ,b̰,d̯,ɠ,kʰ,b,c,d,kʰʷ,ⁿ̃ɟ,ʔʰ,ˀd̪,k,tp,ɠ̤,tˣ,b̤,ḍ,pʷ,kː,ṭˀ,p,q,ᵑk,G,t,ɡ,ɡbʷ,kpʷ,ͫpʰ,Gʷ,pˀ,ᵈtʰ,bd,ɡˀ,ɓʷ,ᵑkʰ,ḍː,ṭʰ,d̪̤,ʔ˜,ɡʲ,t̯ʰ,t̪ˀ,kʲ,cː,t̪ʰ,bᵚ,tʱ,cʰ,ʔʲ,ⁿd̪,ᵑɡʷ,ɡ̤ʷ,qˀ,ɡː,kˣˀ,ˀɗ̣,ˀt̪ʰ,t̪ʷ,kᵚ,ɗ,kˀʲ,ɡ̰,kˀʷ,pt,qʷ,bɗ,ⁿ̯d̯,ⁿɾ,ř,ṛ,ɾ̌,v̊,rˀ,B,ɾ̣,r,ɾ˜,ɹ,ɹ̥,ɹ́,r̤,ˀr,ɾ,rᵚ,P,ɾ̤,R,ʁ,ṛʷ,ɹ̣,bɹ,ɹ̣̥,r̪,r̥,rʲ,rᶻ̌,ɾ̥,ṛ̥,ɾ̣̤,ˀɾ
"Hadza",1,"hts","hts-TZA","Khoisan",800,"Africa","N Tanzania (Kondoa)",-3.47684,34.79905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sandawe",2,"sad","sad-TZA","Khoisan",40000,"Africa","N Tanzania (Kondoa)",-5.28543,35.46569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qxû",3,"knw","knw-NAM","Khoisan: Northern",1760,"Africa","NE Namibia",-19.47014,18.35209,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qxû",4,"ktz","ktz-NAM","Khoisan: Northern",28600,"Africa","NE Namibia",-19.76648,20.09317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qxû",5,"ktz","ktz-NAM","Khoisan: Northern",28600,"Africa","NE Namibia",-19.76648,20.09317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qxû",6,"knw","knw-NAM","Khoisan: Northern",1760,"Africa","NE Namibia",-19.47014,18.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
