InventoryID,LanguageCode,LanguageName,Glottocode,GlottologName,LanguageFamilyRoot,LanguageFamilyGenus,SpecificDialect,Area,Country,Latitude,Longitude,Population,Phonemes,Consonants,Vowels,Tones,Trump,Source,_phonemelist,Notes
458,mfc,"MBA-NE",mbaa1245,"Mba","ncon","Ubangi","","Africa","Democratic Republic of the Congo",1.06885,25.143,36100,31,24,7,0,1,UPSID,a|b|d̠ʒ|d̪|d|e|f|i|j|k|kp|l̪|l|mb|n̠|n̠d̠ʒ|n̪d̪|nd|n̪|n|o|p|t̠ʃ|t̪|t|u|v|w|ŋmɡb|ŋɡ|ɓ|ɔ|ɗ̪|ɗ|ɛ|ɡ|ɡb,
459,mhj,"MOGHOL",mogh1245,"Mogholi","altc","Mongolic","","Asia","Afghanistan",34.2504,62.2802,200,29,24,5,0,1,UPSID,a|b|d̠ʒ|d̪|d|f|h|i|k|l̪|l|m|n̪|n|p|q|r̪|r|s̪|s|t̠ʃ|t̪|t|u|w|x|z̪|z|ŋ|ɔ|ɛ|ɡ|ʀ|ʃ|ʔ|ʝ,
460,mhr,"MARI",east2328,"Eastern Mari","urlc","Mari","","Europe","Russian Federation",55.8307,48.405,451000,33,25,8,0,3,UPSID,f|i|j|k|l̪|l|m|n̪|n|o̞|p|pʲ|s̪|s|s̪ʲ|sʲ|t̠ʃ|t̪s̪|ts|t̪|t|t̪ʲ|tʲ|u|x|y|z̪|z|ð|ø|ŋ|ə|ɛ|ɣ|ɲ|ɾ̪|ɾ|ʃ|ʌ|ʎ|ʒ|β,
461,mig,"MIXTEC",sanm1295,"San Miguel El Grande Mixtec","otma","Mixtecan","","America","Mexico",17.0777,-97.5432,14500,25,15,10,0,2,UPSID,a|ã|ẽ̞|e̞|h|i|ĩ|k|kʷ|l̪|l|õ̞|o̞|p|r̪|r|s̪|s|t̠ʃ|t̪|t|u|ũ|ð|ŋ|ʃ|ʒ|ʔ|β,
462,mjg,"MONGUOR",tuuu1240,"Tu","altc","Mongolic","","Asia","China",36.8177,102.117,152000,28,23,5,0,1,UPSID,a|b|d̠ʒ|d̪z̪|dz|d̪|d|e̞|h|i|k|l̪|l|m|n̪|n|o̞|p|q|r̪|r|s̪|s|t̠ʃʰ|t̪|t|u|v|x|z̪|z|ŋ|ɡ|ɢ|ʃ|ʝ,
463,mnc,"MANCHU",manc1252,"Manchu","altc","Tungusic","","Asia","China",47.3122,126.557,60,25,18,7,0,1,UPSID,a|b|d̠ʒ|d̪|e̞|f|i|j|k|l̪|m|n̪|o̞|p|r̪|r|s̪|t̠ʃ|t̪|u|x|ø|ŋ|ɡ|ɵ̞|ʃ,
464,moq,"MOR",morb1239,"Mor (Bomberai Peninsula)","trng","Trans-New Guinea","","Asia","Indonesia",-2.85747,132.845,25,19,14,5,0,1,UPSID,*R̪|*R|a|e̞|h|i|j|k|m|mb|n̪d̪|nd|n̪|n|o̞|s̪|s|t̪|t|u|w|ŋɡ|ʔ|β,
465,mor,"MORO",moro1285,"Moro","ncon","Heiban","","Africa","Sudan",10.9194,30.2138,30000,29,22,7,0,1,UPSID,a|b|d̠ʒ|d̪|e|f|i|j|k|l|m|n|o|p|r|s|t̠ʃ|t̪|u|w|ð|ŋ|ɖ|ɘ|ɡ|ɤ|ɲ|ɺ̠|ʈ,
466,mpb,"MALAKMALAK",mull1237,"Mullukmulluk","aust","Northern Daly","","Pacific","Australia",-13.2973,130.615,9,19,14,5,0,1,UPSID,a|i|j|k|l|l̠|m|n|n̠|p|r|t|t̠|w|ø̠|ŋ|ɛ|ɹ|ʊ,
467,mph,"MAUNG",maun1240,"Maung","aust","Iwaidjan","","Pacific","Australia",-11.8393,133.185,240,22,17,5,0,2,UPSID,a|i|j|k|l|m|n|n̠|p|r|t|t̠|u|ŋ|ɔ|ɛ|ɣ|ɭ|ɳ|ɹ|ɽ|ʈ,
468,mps,"DADIBI",dadi1250,"Dadibi","trng","Teberan","","Pacific","Papua New Guinea",-6.65765,144.511,10000,23,13,10,0,1,UPSID,a|ã|ẽ̞|e̞|h|i|ĩ|j|k|kʰ|m|n|õ̞|o̞|p|pʰ|s|t|tʰ|u|ũ|w|ɾ,
469,mqs,"WEST MAKIAN",west2600,"West Makian","wpap","North Halmaheran","","Asia","Indonesia",0.45332,127.63,12000,23,17,6,0,1,UPSID,a|b|d̠ʒ|d̪|e̞|h|i|k|l̪|l|m|n̠|n̪|o̞|p|r̪|r|s̪|s|t̠ʃ|t̪|u|ŋ|ə|ɡ|ɸ,
470,mrt,"MARGI",marg1265,"Marghi Central","afas","Biu-Mandara","","Africa","Nigeria",10.8385,12.9952,158000,34,30,4,0,2,UPSID,a|b|d|dz|d̠ʒ|f|j|k|l|m|n|o̞|p|r|s|t|ts|t̠ʃ|v|w|x|z|ŋ|ɓ|ɗ|ɛ|ɡ|ɣ|ɨ|ɬ|ɮ|ʃ|ʒ|ʔ,
471,mrw,"MARANAO",mara1404,"Maranao","anes","Southern Philippines","","Asia","Philippines",7.79414,124.175,776000,17,13,4,0,1,UPSID,a|b|d|h|i|k|l|m|n|o̞|p|t|ŋ|ɡ|ɨ|ɾ|ʔ,
472,mto,"MIXE",toto1305,"Totontepec Mixe","mizo","Mixe-Zoque","","America","Mexico",17.2157,-96.0179,5200,23,14,9,0,1,UPSID,a|d̪|e̞|i|j|k|m|n|o|p|s̪|ts͇|t̪|u|v|æ|ɔ|ə|ɡ|ɨ|ʃ|ʒ|ʔ,
473,mur,"MURSI",murl1244,"Murle","nsah","Surmic","","Africa","Sudan",6.69756,33.988,60000,26,21,5,0,1,UPSID,a|b|c|d̪|d|e̞|h|i|j|k|l̪|l|m|n̪|n|o̞|p|r̪|r|t̪|t|u|w|ŋ|ɓ|ɗ̪|ɗ|ɟ|ɡ|ɲ|ʃ|θ,
474,mwf,"MURINHPATHA",murr1258,"Murrinh-Patha","aust","Murrinh-Patha","","Pacific","Australia",-14.7485,129.702,1430,25,21,4,0,1,UPSID,a|b|d|d̪|i|j|k|l|m|n|n̪|p|r|t|t̪|w|ŋ|ɖ|ɛ|ɡ|ɭ|ɳ|ɽ|ʈ|ʊ,
475,mwp,"KALA LAGAW YA",kala1377,"Kala Lagaw Ya","aust","Pama-Nyungan","","Pacific","Australia",-10.6748,142.196,930,24,18,6,0,1,UPSID,a|b|d|d̪|e̞|i|j|k|l|m|n|n̠|o̞|p|r|s|t|t̪|u|w|z|ŋ|ə|ɡ,
476,mya,"BURMESE",nucl1310,"Nuclear Burmese","sitb","Burmese-Lolo","","Asia","Myanmar",20.7926,93.9665,32000000,46,33,13,0,2,UPSID,a|b|d̠ʒ|d̪|d|e|ẽ̞ĩ|h|i|j|k|kʰ|l̪|l|l̪̥|l̥|m|m̥|n̪|n|n̪̥|n̥|o|õ̞ũ|p|pʰ|s̪|s|s̪ʰ|sʰ|t̠ʃ|t̠ʃʰ|t̪|t|t̪ʰ|tʰ|u|w|z̪|z|æ̃|ð|ŋ|ŋ̥|ɔ|ə|ɛ|ɡ|ɪ̃|ɲ|ɲ̥|ʃ|ʊ̃|ʍ|ʔ|θ,
477,myp,"PIRAHA",pira1253,"Piraha","mura","Mura","","America","Brazil",-6.77713,-61.8167,360,11,8,3,0,2,UPSID,a|b|h|i|k|o̞|p|s̪|s|t̪|t|ɡ|ʔ,
478,mzm,"MUMUYE",nucl1240,"Nuclear Mumuye","ncon","Adamawa","","Africa","Nigeria",8.90347,11.7155,400000,34,23,11,0,1,UPSID,a|ã|b|d|f|h|i|ĩ|j|k|kp|l|m|n|õ̞|o̞|p|r|s|t|u|ũ|v|w|z|ŋʷ|ɓ|ɔ|ɛ|ɛ̃|ɡ|ɡb|ʃ|ʒ,
479,mzp,"MOVIMA",movi1243,"Movima","saso","Movima","","America","Bolivia",-13.8115,-65.6348,1450,23,18,5,0,2,UPSID,a|e̞|h|i|j|k|kʷ|l|m|n|o̞|p|t|t̠ʃ|u|w|ɓ|ɗ|ɬ|ɾ|ʂ|ʔ|β,
480,nab,"SOUTHERN NAMBIQUARA",sout2994,"Southern Nambikuara","namb","Nambikuaran","","America","Brazil",-14.3707,-59.5187,1150,43,25,18,0,2,UPSID,a|ã|ã̰|a̰|ẽ̞|ḛ̞̃|e̞|ḛ̞|h|hˀ|i|ĩ|ḭ̃|ḭ|j|k|kʰ|kʰʷ|kʷ|kʷʼ|kʼ|n|n̰̪|n̰|õ̞|õ̰̞|o̞|o̰̞|p|pʰ|pʼ|s|sˀ|t|tʼ|t̪ʰ|tʰ|u|ṵ|w|ɓ|ɗ̪|ɗ|ɺ̠|ɺ̰̠|ʔ,
481,nan,"XIAMEN",minn1241,"Min Nan Chinese","sitb","Chinese","","Asia","China",24.5,118.17,25700000,25,19,6,0,1,UPSID,a|b|d̠ʒ|d̪z̪|dz|d̪|d|e|h|i|k|kʰ|m|n̪|n|o|p|pʰ|s̪|s|t̪s̪|ts|t̪s̪ʰ|tsʰ|t̪|t|t̪ʰ|tʰ|u|ŋ|ɔ|ɡ|ʔ,
482,naq,"NAMA",nama1264,"Nama (Namibia)","khoi","Central Khoisan","","Africa","Namibia",-25.0747,17.9767,200000,41,32,9,0,2,UPSID,a|ã|e|h|i|ĩ|k|kxʰ|kǀ͓|kǀ͓ʰˠ|kǁ͓|kǁ͓xʰ|kǃ|kǃxʰ|kǃ̠|kǃ̠xʰ|m|n̪|o|p|r|s|t̪|t̪s̪ʰ|u|ũ|x|ŋǀ͓|ŋǁ͓|ŋǃ|ŋǃ̠|ŋ̥ǀ͓ʰ|ŋ̥ǀ͓ˀ|ŋ̥ǁ͓ʰ|ŋ̥ǁ͓ˀ|ŋ̥ǃ|ŋ̥ǃˀ|ŋ̥ǃ̠ʰ|ŋ̥ǃ̠ˀ|ə|ʔ,
483,nas,"NASIOI",naas1242,"Naasioi","epap","East Bougainville","","Pacific","Papua New Guinea",-6.46022,155.632,20000,13,8,5,0,2,UPSID,a|b|i|k|m|n̪|n|o|p|t̪|t|u|ɛ|ɾ̪|ɾ|ʔ,
484,nav,"NAVAJO",nava1243,"Navajo","nadn","Athapaskan","","America","United States",36.2106,-110.082,149000,47,31,16,0,2,UPSID,a|aː|ã|ãː|d̪ɮ̪|dɮ|h|iː|ĩː|j|k|kʰ|kʰʷ|kʼ|l̪|l|m|n̪|n|oː|õː|p|s̪|s|t̠ʃ|t̠ʃʰ|t̠ʃʼ|t̪s̪|ts|t̪s̪ʰ|tsʰ|t̪s̪ʼ|tsʼ|t̪|t|t̪ɬ̪|tɬ|t̪ɬ̪ʼ|tɬʼ|t̪ʰ|tʰ|t̪ʼ|tʼ|w|x|z̪|z|ɔ|ɔ̃|ɛ|ɛː|ɛ̃|ɛ̃ː|ɣ|ɪ|ɪ̃|ɬ̪|ɬ|ʃ|ʒ|ʔ,
485,nbf,"NAXI",naxi1245,"Naxi","sitb","Naxi","","Asia","China",27.4599,100.182,309000,49,38,11,0,1,UPSID,b|d|dʑ|d̪z̪|f|i|k|kʰ|l|m|mb|n|nd|ndʑ|n̪d̪z̪|o̞|p|pʰ|s̪|t|tɕ|tɕʰ|tʰ|t̪s̪|t̪s̪ʰ|u|v|y|z̪|æ|ŋɡ|ɑ|ɕ|ɖʐ|ə|ə˞|ɛ|ɡ|ɣ|ɯ|ɯ͓|ɲ|ɳɖʐ|ʂ|ʈʂ|ʈʂʰ|ʐ|ʑ|χ,
486,ncj,"NAHUATL",nort2957,"Northern Puebla Nahuatl","utaz","Aztecan","","America","Mexico",20.1356,-97.9814,60000,20,16,4,0,1,UPSID,a|i|j|k|kʷ|l|m|n̪|o̞|p|s|ts|tɬ|t̠ʃ|t̪|ɛ|ɸ̞|ʃ|ʔ|β̞,
487,ndv,"NDUT",ndut1239,"Ndut","ncon","Northern Atlantic","","Africa","Senegal",14.925,-16.9811,38600,34,27,7,0,1,UPSID,*R̪|*R|a|b|c|d̪|d|e|f|h|i|j|k|l̪|l|m|mb|n̪d̪|nd|n̪|n|p|s̪|s|t̪|t|u|w|ŋ|ŋɡ|ɓ|ɔ|ɗ̪|ɗ|ɘ|ɛ|ɟ|ɡ|ɣ|ɲ|ɲɟ|ʔ,
488,nep,"NEPALI",nepa1252,"Nepali","ieur","Indic","","Asia","Nepal",27.5947,87.6201,11100000,39,27,12,0,2,UPSID,a|ã|b|b̤|dz|dz̤|d̤̪|d̪|ẽ̞|e̞|h|i|ĩ|k|kʰ|l|m|n̪|õ̞|o̞|p|pʰ|s|ts|tsʰ|t̪|t̪ʰ|u|ũ|ŋ|ɖ|ɖ̤|ə|ə̃|ɡ|ɡ̤|ɾ|ʈ|ʈʰ,
489,new,"NEWARI",newa1246,"Newari","sitb","Bodic","","Asia","Nepal",27.2614,84.9577,825000,32,24,8,0,1,UPSID,ã̟|a̟|b|b̤|d̤̪|d̤|d̪z̤̪|dz̤|d̪z̪|dz|d̪|d|i|ĩ|k|kʰ|l̤̪|l̤|l̪|l|m|m̤|n̤̪|n̤|n̪|n|p|pʰ|s̪|s|t̪s̪|ts|t̪s̪ʰ|tsʰ|t̪|t|t̪ʰ|tʰ|u|ũ|ɡ|ɡ̤|ɤ̞̃|ɤ̞|ɦ,
490,nez,"NEZ PERCE",nezp1238,"Nez Perce","penu","Sahaptian","","America","United States",46.3073,-116.408,200,30,25,5,0,2,UPSID,a|h|j|j̰|k|kʼ|l|l̰|m|m̰|n̪|n̰̪|p|pʼ|qʼ|qχ|s|t|tʼ|t̪|t̪ʼ|w|w̰|x|æ|ɔ|ɪ|ɬ|ɯ|ʔ,
491,ngi,"NGIZIM",ngiz1242,"Ngizim","afas","West Chadic","","Africa","Nigeria",12.1051,11.0178,80000,40,34,6,0,1,UPSID,a|aː|b|b̰|c|d|d̰|e̞ː|f|h|i|j|k|kʷ|l|m|mb|n|nd|o̞ː|p|r|s|t|u|v|w|z|ŋɡ|ŋɡʷ|ɟ|ɟ̰|ɡ|ɡʷ|ɬ|ɮ|ɲ|ɾ|ʃ|ʒ,
492,nhu,"NONI",noon1243,"Noone","ncon","Bantoid","","Africa","Cameroon",6.37256,10.5707,25000,33,19,14,0,1,UPSID,a|aː|b|d̠ʒ|d̪|d|e̞ː|f|i|iː|j|k|l̪|l|m|n̪|n|o|oː|s̪|s|t̠ʃ|t̪|t|uː|w|ŋ|ɔ|ɔː|ə|ɛ|ɛː|ɡ|ɰ|ɲ|ʃ|ʊ|ʔ,
493,nie,"LUA",niel1243,"Niellim","ncon","Adamawa","","Africa","Chad",9.70362,17.8135,5160,36,23,13,0,2,UPSID,a|ã|b|d|d̠ʒ|ẽ̞|e̞|h|i|ĩ|j|k|l|m|mb|n|nd|n̠d̠ʒ|õ̞|o̞|p|s|t|t̠ʃ|u|ũ|w|ŋɡ|ɓ|ɗ|ə|ə̃|ɡ|ɨ|ɾ|ʔ,
494,nio,"NGANASAN",ngan1291,"Nganasan","urlc","Samoyedic","","Europe","Russian Federation",73.1354,86.2106,500,29,20,9,0,1,UPSID,a|a̟|b|c|d̪|d|e̞|i|j|k|kx|l̪|l|m|n̪|n|o̞|p|r̪|r|s̪|s|t̪|t|u|y|ð|ŋ|ə|ɟ|ɡ|ɨ|ɲ|ʎ|ʔ,
495,nir,"NIMBORAN",nucl1633,"Nuclear Nimboran","trng","Nimboran","","Asia","Indonesia",-2.5803,140.179,2000,18,12,6,0,1,UPSID,*R̪|a|b|d̪|e̞|h|i|k|m|n̪|p|s̪|t̪|ŋ|ɡ|ɤ̞|ɨ|ɯ,
496,niv,"NIVKH",gily1242,"Gilyak","asis","Nivkh","","Europe","Russian Federation",52.59,140.681,690,35,28,7,0,2,UPSID,a|h|j|k|kʰ|l|m|n|n̠|p|pʰ|q|qʰ|r|r̥|s|t|tʰ|t̠|t̠ʰ|u|w|x|z|ŋ|ɔ|ɛ|ɣ|ɪ|ɪe̞|ɸ|ʁ|ʌ|β|χ,
497,njo,"AO",aona1235,"Ao Naga","sitb","Kuki-Chin","","Asia","India",26.3241,94.3824,232000,20,14,6,0,2,UPSID,a|cç|e|i|j|k|l|m|n|o|p|s|t|u|w|z|ŋ|ɭ͓|ɯ|ʔ,
498,nmu,"MAIDU",nort2952,"Northeast Maidu","penu","Maiduan","","America","United States",40.4102,-120.645,2,23,17,6,0,2,UPSID,a|cʰ|cʼ|e̞|h|i|j|kʰ|kʼ|l|m|n|o̞|pʰ|pʼ|s|tʰ|tʼ|u|w|ɓ|ɗ|ɨ,
499,nob,"NORWEGIAN",norw1259,"Norwegian Bokmål","ieur","Germanic","","Europe","Norway",61.112,8.886,4640000,46,22,24,0,2,UPSID,a|ai|b|d̪|eː|e̞|f|h|iː|j|kʰ|l|m|n̪|o̞ː|pʰ|s|t̪ʰ|uː|yː|æ|æi|æʉ|æː|ç|øy|ø̞ː|ŋ|œ|ɑː|ɒ̝|ɔy|ɖ|ə|ɡ|ɪ|ɭ|ɳ|ɾ|ʃ|ʈʰ|ʉ|ʉː|ʊ|ʋ|ʏ,
500,noo,"TSESHAHT",noot1239,"Nootka","waka","Southern Wakashan","","America","Canada",49.6212,-126.086,200,42,37,5,0,3,UPSID,a|h|i|j|j̰|k|kʷ|kʷʼ|kʼ|m|m̰|n̪|n|n̰̪|n̰|o|p|pʼ|q|qʷ|qʷʼ|qʼ|s|ts|tsʼ|t̠ʃ|t̠ʃʼ|t̪|t̪ɬ̪|tɬ|t̪ɬ̪ʼ|tɬʼ|t̪ʼ|w|w̰|x|xʷ|ħ|ɔ|ɛ|ɬ̪|ɬ|ʃ|ʔ|ʔˤ|χ|χʷ,
501,nrb,"NERA",nara1262,"Nara","nsah","Nara","","Africa","Eritrea",15.3251,37.499,81400,22,17,5,0,1,UPSID,a|b|d̠ʒ|d̪|d|e̞|f|h|i|j|k|l̪|l|m|n̪|n|o̞|r̪|r|s̪|s|t̪|t|u|w|ŋ|ɡ|ʃ,
502,nut,"LUNGCHOW",nung1283,"Nung (Viet Nam)","taik","Kam-Tai","","Asia","Viet Nam",20.8965,104.286,856000,32,21,11,0,1,UPSID,aɯ|ă|a̟|b̰|d̰̪|d̰|e̞|f|h|i|j|k|kʰ|l̪|l|m|n̪|n|o̞|p|pʰ|t̠ʃ|t̠ʃʰ|t̪|t|t̪ʰ|tʰ|u|w|ŋ|ɪ̆|ɬ̪|ɬ|ɯ|ɯ̞̆|ʃ|ʊ̆|ʔ,
503,nuy,"NUNGGUBUYU",nung1290,"Nunggubuyu","aust","Nunggubuyu","","Pacific","Australia",-14.2623,135.753,360,23,19,4,0,2,UPSID,a|j|k|l|l̪|m|n|n̠|n̪|p|r|t|t̠|t̪|w|ŋ|ɐ|ɪ|ɭ|ɯ̞|ɳ|ɻ|ʈ,
504,nyi,"NYIMANG",amas1236,"Ama (Sudan)","nsah","Nyimang","","Africa","Sudan",12.0993,29.4332,70000,25,18,7,0,1,UPSID,*R|a|b|d|d̪|e|i|j|k|l|m|n|o|s|t|t̪|u|w|ŋ|ɔ|ɛ|ɟ|ɡ|ɲ|ɺ,
505,nyp,"NYANGI",nyan1313,"Nyang'i","nsah","Kuliak","","Africa","Uganda",3.4997,33.7365,,25,18,7,0,1,UPSID,a|c|e|i|j|k|l|m|n|o|p|r|s̪|t|u|w|ŋ|ɓ|ɔ|ɗ|ɛ|ɠ|ɬ|ɲ|ʄ,Population: No known speakers
506,oca,"OCAINA",ocai1244,"Ocaina","wita","Huitoto","","America","Peru",-2.159,-72.1422,54,34,25,9,0,3,UPSID,a|ã|b|dz|dʲ|h|i|ĩ|k|m|mː|n|nː|o|õ|p|s|t|ts|tʲ|t̠ʃ|x|ɛ|ɡ|ɯ|ɯ̃|ɲ|ɲː|ɸ|ɾ|ʃ|ʒ|ʔ|β,
507,ogb,"OGBIA",ogbi1239,"Ogbia","ncon","Cross River","","Africa","Nigeria",4.75352,6.34034,200000,34,24,10,0,1,UPSID,*R̪|*R|a|b|d̪|d|e|f|i|j|k|kp|l̪|l|m|n̪|n|n̪ʷ|nʷ|o|p|s̪|s|t̪|t|u|v|w|z̪|z|ɐ|ɓ|ɔ|ɗ̪|ɗ|ɛ|ɡ|ɡb|ɣ|ɪ|ɲ|ʊ|β,
508,ojg,"OJIBWA",east2542,"Eastern Ojibwa","algi","Algonquian","","America","Canada",45.0112,-79.7503,25900,27,16,11,0,2,UPSID,a|aː|ãː|iː|ĩː|k|l̪|l|m|n|oː|õː|p|s̪|s|t|t̠ʃ|ɛː|ɛ̃ː|ɪ|ʃ|ʊ|ʔ|ʰk|ʰp|ʰs̪|ʰs|ʰt|ʰt̠ʃ|ʰʃ,
509,ood,"PAPAGO",toho1245,"Tohono O'odham","utaz","Tepiman","","America","United States",31.7973,-111.995,9600,24,19,5,0,2,UPSID,a|b|d̠ʒ|d̪|h|i|j|k|m|n̠|n̪|p|s̪|t̠ʃ|t̪|u|w|ɔ|ɖ|ɡ|ɨ|ɺ̠|ʂ|ʔ,
510,oru,"ORMURI",ormu1247,"Ormuri","ieur","Iranian","","Asia","Pakistan",32.6819,69.3444,1000,31,25,6,0,1,UPSID,a̟|b|d̠ʒ|d̪z̪|dz|d̪|d|e|f|h|j|k|l̪|l|m|n̪|n|o|p|r̪|r|s̪|s|t̠ʃ|t̪s̪|ts|t̪|t|x|z̪|z|ɔ|ɡ|ɪ|ʁ|ʃ|ʊ|ʒ|β̞|χ,
511,pac,"PACOH",paco1243,"Pacoh","ausa","Katuic","","Asia","Viet Nam",16.3353,107.094,16000,33,18,15,0,1,UPSID,a|b̰|d̰|d̰̠|e|h|i|iə|j|k|l|m|n|n̠|o|p|r|t|t̠|u|uə|æ|ŋ|ɒ|ɔ|ɘ|ɛ|ɜ|ɨ|ɨə|ʃ|ʔ|β̞,
512,pay,"PAYA",pech1241,"Pech","chib","Paya","","America","Honduras",15.8033,-85.558,990,28,18,10,0,1,UPSID,a|ã|b|ẽ̞|e̞|h|i|ĩ|j|k|kʷ|l̪|l|m|n̪|n|õ̞|o̞|p|r̪|r|s̪|s|t̪|t|u|ũ|w|w̃|ɲ|ɾ̪|ɾ|ʃ|ʔ,
513,pbb,"PAEZ",paez1247,"Paez","saso","Páezan","","America","Colombia",2.61516,-76.3125,77400,37,29,8,0,3,UPSID,a|ã|h|i|ĩ|j|k|m|mb|n|nd|ndʲ|nz|n̠ʒ|p|s|t|ts|tʲ|t̠ʃ|u|ũ|w|ç|ŋɡ|ɛ|ɛ̃|ɣ|ɲ|ɸʲ|ɺ|ɺʲ|ɾ|ʃ|ʃʲ|ʔ|β,
514,pbh,"PANARE",enap1235,"E'napa Woromaipu","cari","Cariban","","America","Venezuela",6.95035,-65.8483,3540,25,12,13,0,2,UPSID,*R̪|*R|a|ã|ẽ̞|e̞|i|ĩ|j|k|m|n̪|n|õ̞|o̞|p|t̠|t̠ʃ|t̪s̪|ts|t̪|t|u|ũ|w|ə̃|ɤ̞|ɯ|ʔ,
515,pcc,"YAY",bouy1240,"Bouyei","taik","Kam-Tai","","Asia","China",24.8484,106.187,2600000,34,23,11,0,2,UPSID,*R̪|*R|a|aː|b|c|cʰ|d̪|d|f|h|i|ia|j|k|kʰ|l̪|l|m|n̪|n|p|pʰ|s̪|s|t̪|t|t̪ʰ|tʰ|u|ua|w|ŋ|ɔ|ə|ɛ|ɯ|ɯa|ɲ|ʔ|θ,
516,pes,"FARSI",west2369,"Western Farsi","ieur","Iranian","","Asia","Iran",28.6593,55.1586,22000000,30,24,6,0,2,UPSID,a̟|b|d̠ʒ|d̪|e|f|h|i|j|kʰ|l|m|n̪|o|pʰ|r|s|t̠ʃ|t̪ʰ|u|v|w|z|ɑ|ɡ|ɢ|ʃ|ʒ|ʔ|χ,
517,plt,"MALAGASY",plat1254,"Plateau Malagasy","anes","Barito","","Africa","Madagascar",-19.5907,47.1211,7520000,25,21,4,0,2,UPSID,a|b|d̪|d̪z̪|e̞|f|h|i|j|k|l̪|l|m|n̪|n|o|p|r̪|r|s̪|s|t̪|t̪s̪|v|w|z̪|z|ɖr͓̠|ɡ|ʈɹ̠̥,
518,pom,"POMO",sout2982,"Southeastern Pomo","hoka","Pomoan","","America","United States",38.9354,-122.599,5,32,27,5,0,2,UPSID,a|b|d|f|h|j|k|kʼ|l̪|l|m|n̪|n|p|pʼ|q|qʼ|s̪|s|t|ts|tsʼ|tʼ|t̪|t̪ʼ|w|x|ɔ|ɛ|ɪ|ɾ̪|ɾ|ʃ|ʊ|ʔ|χ,
519,pon,"POHNPEIAN",pohn1238,"Pohnpeian","anes","Oceanic","","Pacific","Micronesia",6.87212,158.223,29000,20,14,6,0,1,UPSID,a|j|k|l̪|m|mʷ|n̪|o|p|pʷ|r|s|t̪|u|w|ŋ|ɔ|ɛ|ɪ|ʈʂ,
520,prk,"PARAUK",para1301,"Parauk","ausa","Palaung-Khmuic","","Asia","Myanmar",22.8658,99.375,922000,77,34,43,0,1,UPSID,a|ai|au|aɯ|a̤|a̤i̤|a̤ṳ|a̤ɯ̤|b|b̤|d̠ʒ|d̠ʒ̤|d̤̪|d̤|d̪|d|e|e̤|f|i|ia|io̞|iu|iɛ|i̤|i̤a̤|i̤ṳ|i̤ɛ̤|k|kʰ|l̠|l̤̠|l̤̪|l̤|l̪|l|m|m̤|n̠|n̤̠|n̤̪|n̤|n̪|n|o|o̞i|o̤|o̤i̤|p|pʰ|t̠ʃ|t̠ʃʰ|t̪|t|t̪ʰ|tʰ|u|ua|ui|ṳ|ṳa̤|ṳi̤|v|v̤|ŋ|ŋ̤|ɔ|ɔi|ɔ̤|ɔ̤i̤|ɛ|ɛ̤|ɡ|ɡ̤|ɤ|ɤi|ɤ̤|ɤ̤i̤|ɯ|ɯi|ɯ̤|ɯ̤i̤|ʃ|ʒ|ʒ̤,
521,pst,"PASHTO",cent1973,"Central Pashto","ieur","Iranian","","Asia","Pakistan",31.9153,69.4529,7920000,38,31,7,0,2,UPSID,a|b|d̠ʒ|d̪|d̪z̪|e̞ː|f|h|i|j|k|l̠|m|n̪|o̞ː|p|r|s|t̠ʃ|t̪|t̪s̪|u|w|z|ɑː|ɖ|ə|ɡ|ɳ|ɺ̠|ʁ|ʂ|ʃ|ʈ|ʐ|ʒ|β|χ,
522,pwn,"PAIWAN",paiw1248,"Paiwan","anes","Paiwanic","","Asia","Taiwan",22.3271,120.806,66100,26,22,4,0,1,UPSID,a|b|d̪|d|d̪ʲ|dʲ|i|j|k|l̪ʲ|lʲ|m|n̪|n|p|q|r̪|r|t̪|t|t̪ʲ|tʲ|u|v|ŋ|ɖ|ə|ɡ|ɺ̠|ʂ|ʈʂ|ʐ|ʔ,
523,pww,"PHLONG",pwon1235,"Pwo Northern Karen","sitb","Karen","","Asia","Thailand",18.016,98.2709,60000,37,25,12,0,2,UPSID,a|ai|au|aɨ|a̟|e|fʷ|h|i|k|kʰ|l|m|n|o|p|pʰ|r|s̪|t|tʰ|t̠ʃ|t̠ʃʰ|u|vʷ|x|ŋ|ɓ|ɔ|ɗ|ɘ|ɣ|ɨ|ɲ|ʃ|ʔ|ʝ,
524,quh,"QUECHUA",sout2991,"South Bolivian Quechua","quch","Quechuan","","America","Bolivia",-20.9201,-66.3331,2780000,36,31,5,0,2,UPSID,a|h|j|k|kʰ|kʼ|l̪|l|m|n̪|n|p|pʰ|pʼ|q|qʰ|qʼ|r̪|r|s̪|s|t̠ʃ|t̠ʃʰ|t̠ʃʼ|t̪|t|t̪ʰ|tʰ|t̪ʼ|tʼ|w|ð|ɔ|ɛ|ɣ|ɪ|ɲ|ɸ|ɾ̪|ɾ|ʃ|ʊ|ʎ|β,
