InventoryID,Glottocode,GlyphID,Phoneme,Allophones
1,kore1280,0061,a,a
1,kore1280,0061+02D0,aː,aː
1,kore1280,0065,e,e
1,kore1280,0065+02D0,eː,eː
1,kore1280,0068,h,ç|h|ɦ
1,kore1280,0069,i,i
1,kore1280,0069+02D0,iː,iː
1,kore1280,006A,j,j
1,kore1280,006B,k,k̚|ɡ|k
1,kore1280,006B+02B0,kʰ,kʰ
1,kore1280,006B+02C0,kˀ,kˀ
1,kore1280,006C,l,ɾ|l|lʲ
1,kore1280,006D,m,mb|m
1,kore1280,006E,n,nd|nʲ|n̚|n
1,kore1280,006F,o,o
1,kore1280,006F+02D0,oː,oː
1,kore1280,0070,p,p|b|p̚
1,kore1280,0070+02B0,pʰ,pʰ
1,kore1280,0070+02C0,pˀ,pˀ
1,kore1280,0073,s,s|z|ʃ
1,kore1280,0073+02C0,sˀ,sˀ
1,kore1280,0074,t,d|t|t̚
1,kore1280,0074+02B0,tʰ,tʰ
1,kore1280,0074+02C0,tˀ,tˀ
1,kore1280,0074+0320+0283,t̠ʃ,ts|t̠ʃ|d̠ʒ
1,kore1280,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ
1,kore1280,0074+0320+0283+02C0,t̠ʃˀ,t̠ʃˀ
1,kore1280,0075,u,u
1,kore1280,0075+02D0,uː,uː
1,kore1280,0077,w,w
1,kore1280,0079,y,y
1,kore1280,00E6,æ,ɛ|æ
1,kore1280,00E6+02D0,æː,æː
1,kore1280,00F8,ø,ø
1,kore1280,014B,ŋ,ŋ
1,kore1280,0264,ɤ,ɤ
1,kore1280,0264+02D0,ɤː,ɤː
1,kore1280,026F,ɯ,ɯ̥|ɯ
1,kore1280,026F+02D0,ɯː,ɯː
1,kore1280,0294,ʔ,ʔ
2,kett1243,0061,a,a̟|a
2,kett1243,0061+02D0,aː,aː|a̟ː|aː|a̟ː
2,kett1243,0062,b,pʲ|β|p|b
2,kett1243,0064,d,d|d|r
2,kett1243,0064+02B2,dʲ,dʲ
2,kett1243,0068,h,h
2,kett1243,0069,i,i|ɪ|i
2,kett1243,0069+02D0,iː,iː|iː
2,kett1243,006B+031F,k̟,ɡ|k|ɡ̟|k̟
2,kett1243,006C+02B2,lʲ,lʲ|l̥ʲ
2,kett1243,006C+02E0,lˠ,lˠ|l̥ˠ
2,kett1243,006D,m,m|m̥
2,kett1243,006E,n,n|n̥
2,kett1243,006E+02B2,nʲ,n̥ʲ|nʲ
2,kett1243,0071,q,ɣ|qχ|ɢ|ʁ|q|ʀ|χ
2,kett1243,0073,s,s
2,kett1243,0073+02B2,sʲ,sʲ|sʲ|ʃʲ
2,kett1243,0074,t,t|t
2,kett1243,0074+02B2,tʲ,tʲ|t̠ʃʲ|tʲ
2,kett1243,0075+02D0,uː,uː|uː
2,kett1243,00E6,æ,ɛ|æ|æ|e
2,kett1243,00E6+02D0,æː,æː|ɛː|æː|ɛː
2,kett1243,014B,ŋ,ŋ|ŋ̥
2,kett1243,0254,ɔ,o|ɔ|ø
2,kett1243,0254+02D0,ɔː,ɔː|ɔː
2,kett1243,0268,ɨ,ɨ
2,kett1243,0268+02D0,ɨː,ɨː|ɨː
2,kett1243,0275+031E,ɵ̞,ɵ̞
2,kett1243,0275+031E+02D0,ɵ̞ː,ɵ̞ː|ɵ̞ː
2,kett1243,028A,ʊ,ʊ
2,kett1243,0294,ʔ,ʔ
2,kett1243,029D,ʝ,ʝ
3,lakk1252,0061,a,a
3,lakk1252,0061+02D0,aː,aː
3,lakk1252,0062,b,b
3,lakk1252,0064,d,d
3,lakk1252,0065+031E+02E4,e̞ˤ,e̞ˤ
3,lakk1252,0068,h,h
3,lakk1252,0069,i,i
3,lakk1252,0069+02D0,iː,iː
3,lakk1252,006A,j,j
3,lakk1252,006B+02B0,kʰ,kʰ
3,lakk1252,006B+02B0+02B7,kʰʷ,kʰʷ
3,lakk1252,006B+02B7+02BC,kʷʼ,kʷʼ
3,lakk1252,006B+02BC,kʼ,kʼ
3,lakk1252,006B+0348,k͈,k͈
3,lakk1252,006B+0348+02B7,k͈ʷ,k͈ʷ
3,lakk1252,006C,l,l
3,lakk1252,006D,m,m
3,lakk1252,006E,n,n
3,lakk1252,0070+02B0,pʰ,pʰ
3,lakk1252,0070+02BC,pʼ,pʼ
3,lakk1252,0070+0348,p͈,p͈
3,lakk1252,0071+02B0,qʰ,qʰ
3,lakk1252,0071+02B0+02B7,qʰʷ,qʰʷ
3,lakk1252,0071+02B7+02BC,qʷʼ,qʷʼ
3,lakk1252,0071+02BC,qʼ,qʼ
3,lakk1252,0071+0348,q͈,q͈
3,lakk1252,0071+0348+02B7,q͈ʷ,q͈ʷ
3,lakk1252,0072,r,r
3,lakk1252,0073,s,s
3,lakk1252,0073+0348,s͈,s͈
3,lakk1252,0074+0073+02B0,tsʰ,tsʰ
3,lakk1252,0074+0073+02B0+02B7,tsʰʷ,tsʰʷ
3,lakk1252,0074+0073+02B7+02BC,tsʷʼ,tsʷʼ
3,lakk1252,0074+0073+02BC,tsʼ,tsʼ
3,lakk1252,0074+02B0,tʰ,tʰ
3,lakk1252,0074+02BC,tʼ,tʼ
3,lakk1252,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ
3,lakk1252,0074+0320+0283+02B0+02B7,t̠ʃʰʷ,t̠ʃʰʷ
3,lakk1252,0074+0320+0283+02B7+02BC,t̠ʃʷʼ,t̠ʃʷʼ
3,lakk1252,0074+0320+0283+02BC,t̠ʃʼ,t̠ʃʼ
3,lakk1252,0074+0348,t͈,t͈
3,lakk1252,0074+0348+0073,t͈s,t͈s
3,lakk1252,0074+0348+0073+02B7,t͈sʷ,t͈sʷ
3,lakk1252,0074+0348+0320+0283,t͈̠ʃ,t͈̠ʃ
3,lakk1252,0074+0348+0320+0283+02B7,t͈̠ʃʷ,t͈̠ʃʷ
3,lakk1252,0075,u,u
3,lakk1252,0075+02D0,uː,uː
3,lakk1252,0077,w,w
3,lakk1252,0078,x,x
3,lakk1252,0078+02B7,xʷ,xʷ
3,lakk1252,0078+0348,x͈,x͈
3,lakk1252,0078+0348+02B7,x͈ʷ,x͈ʷ
3,lakk1252,007A,z,z
3,lakk1252,00E6+02E4,æˤ,æˤ
3,lakk1252,00F8+031E+02E4,ø̞ˤ,ø̞ˤ
3,lakk1252,0127,ħ,ħ
3,lakk1252,0261,ɡ,ɡ
3,lakk1252,0262,ɢ,ɢ
3,lakk1252,0262+02B7,ɢʷ,ɢʷ
3,lakk1252,0283,ʃ,ʃ
3,lakk1252,0283+02B7,ʃʷ,ʃʷ
3,lakk1252,0283+0348,ʃ͈,ʃ͈
3,lakk1252,0283+0348+02B7,ʃ͈ʷ,ʃ͈ʷ
3,lakk1252,0292,ʒ,ʒ
3,lakk1252,0294,ʔ,ʔ
3,lakk1252,03C7,χ,χ
3,lakk1252,03C7+02B7,χʷ,χʷ
3,lakk1252,03C7+0348,χ͈,χ͈
3,lakk1252,03C7+0348+02B7,χ͈ʷ,χ͈ʷ
4,kaba1278,0061+031F+02D0,a̟ː,a̟ː|ɑː
4,kaba1278,0062,b,b
4,kaba1278,0064+033B,d̻,d̻
4,kaba1278,0064+033B+007A+033B,d̻z̻,d̻z̻
4,kaba1278,0065+031E+02D0,e̞ː,e̞ː
4,kaba1278,0066,f,f
4,kaba1278,0066+02BC,fʼ,fʼ
4,kaba1278,0069+02D0,iː,iː
4,kaba1278,006A,j,j
4,kaba1278,006B+02B0+02B7,kʰʷ,kʰʷ|kʰʷ|kxʷ
4,kaba1278,006B+02B7+02BC,kʷʼ,kʷʼ
4,kaba1278,006B+031F+02B0+02B2,k̟ʰʲ,k̟ʰʲ|t̠ʃʲ|k̟ʰʲ|k̟x̟ʲ
4,kaba1278,006B+031F+02B2+02BC,k̟ʲʼ,k̟ʲʼ|t̠ʃʲʼ
4,kaba1278,006D,m,m
4,kaba1278,006E+033B,n̻,n̻
4,kaba1278,006F+031E+02D0,o̞ː,o̞ː
4,kaba1278,0070+02B0,pʰ,pʰ|pʰ
4,kaba1278,0070+02BC,pʼ,pʼ
4,kaba1278,0071+03C7,qχ,qχ
4,kaba1278,0071+03C7+02B7,qχʷ,qχʷ
4,kaba1278,0071+03C7+02B7+02BC,qχʷʼ,qχʷʼ
4,kaba1278,0071+03C7+02BC,qχʼ,qχʼ
4,kaba1278,0072,r,r̥|r
4,kaba1278,0073+033B,s̻,s̻
4,kaba1278,0074+033B+0073+033B,t̻s̻,t̻s̻
4,kaba1278,0074+033B+0073+033B+02BC,t̻s̻ʼ,t̻s̻ʼ
4,kaba1278,0074+033B+02B0,t̻ʰ,t̻ʰ|t̻ʰ
4,kaba1278,0074+033B+02BC,t̻ʼ,t̻ʼ
4,kaba1278,0075+02D0,uː,uː
4,kaba1278,0076,v,v
4,kaba1278,0077,w,w
4,kaba1278,0078+02B7,xʷ,xʷ
4,kaba1278,0078+031F+02B2,x̟ʲ,x̟ʲ
4,kaba1278,007A+033B,z̻,z̻
4,kaba1278,00E7+031F,ç̟,ç̟
4,kaba1278,0127,ħ,ħ
4,kaba1278,025C,ɜ,ɔ|ɜ|ɑ|ɞ|ɛ
4,kaba1278,0261+02B7,ɡʷ,ɡʷ
4,kaba1278,0261+031F+02B2,ɡ̟ʲ,d̠ʒʲ|ɡ̟ʲ
4,kaba1278,0263+031F+02B2,ɣ̟ʲ,ɣ̟ʲ
4,kaba1278,0266,ɦ,ɦ|h
4,kaba1278,0268,ɨ,u|ʉ|ɯ|ɨ|i
4,kaba1278,026C+02B2,ɬʲ,ɬʲ
4,kaba1278,026C+02B2+02BC,ɬʲʼ,ɬʲʼ|tɬʲʼ
4,kaba1278,026E+02B2,ɮʲ,ɮʲ
4,kaba1278,0281,ʁ,ʁ
4,kaba1278,0281+02B7,ʁʷ,ʁʷ
4,kaba1278,0283,ʃ,ʃ
4,kaba1278,0283+02BC,ʃʼ,ʃʼ
4,kaba1278,0292,ʒ,ʒ
4,kaba1278,0294,ʔ,ʔ
4,kaba1278,0294+02B7,ʔʷ,ʔʷ
4,kaba1278,0295,ʕ,ʕ
4,kaba1278,029D+031F,ʝ̟,ʝ̟
4,kaba1278,03C7,χ,χ
4,kaba1278,03C7+02B7,χʷ,χʷ
5,nucl1302,0061+031F,a̟,a̟|ɑ
5,nucl1302,0065+031E,e̞,e̞|e|e̞̠
5,nucl1302,0068,h,h
5,nucl1302,006A,j,j
5,nucl1302,006B,k,ɡ|ɟ|k|c
5,nucl1302,006B+02B0,kʰ,kʰ|k̬ʰ|cʰ|c̬ʰ
5,nucl1302,006B+02BC,kʼ,cʼ|ɟ̰|ɡ̰|kʼ
5,nucl1302,006C+02E0,lˠ,lˠ|lˠ|l|l̥ˠ
5,nucl1302,006D,m,m̥|m|m
5,nucl1302,006E,n,n|n|n̥|ŋ|ɴ|ɲ̟
5,nucl1302,006F+031E,o̞,o̞
5,nucl1302,0070,p,b|p
5,nucl1302,0070+02B0,pʰ,p̬ʰ|pʰ
5,nucl1302,0070+02BC,pʼ,b̰|pʼ
5,nucl1302,0071+02BC,qʼ,q̰|qʼ|ʁ̰
5,nucl1302,0072,r,r|r̥|r|ɾ
5,nucl1302,0073,s,s|z
5,nucl1302,0074,t,t|d
5,nucl1302,0074+0073,ts,dz|ts
5,nucl1302,0074+0073+02B0,tsʰ,tsʰ|t̬sʰ
5,nucl1302,0074+0073+02BC,tsʼ,tsʼ|dz̰
5,nucl1302,0074+02B0,tʰ,tʰ|t̬ʰ
5,nucl1302,0074+02BC,tʼ,d̰|tʼ
5,nucl1302,0074+0320+0283,t̠ʃ,t̠ʃ|d̠ʒ
5,nucl1302,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ|t̬̠ʃʰ
5,nucl1302,0074+0320+0283+02BC,t̠ʃʼ,d̠ʒ̰|t̠ʃʼ
5,nucl1302,007A,z,s͉|z
5,nucl1302,0259+0306,ə̆,ə̆
5,nucl1302,026A,ɪ,ɪ|ɪ̠
5,nucl1302,0281,ʁ,ʁ|χ͉|ʁ
5,nucl1302,0283,ʃ,ʃ
5,nucl1302,028A,ʊ,ʊ̟|ʊ
5,nucl1302,0292,ʒ,ʒ|ʃ͉
5,nucl1302,03B2,β,v|β|w|ʍ|ɸ|ɯ̆
5,nucl1302,03C7,χ,χ
6,buru1296,0061,a,æ|ʌ|a|ə
6,buru1296,0061+02D0,aː,aː
6,buru1296,0061+0303+02D0,ãː,ãː
6,buru1296,0062,b,b
6,buru1296,0064,d,d
6,buru1296,0064+0320+0292,d̠ʒ,d̠ʒ|ʒ
6,buru1296,0065+031E,e̞,ɛ|e̞
6,buru1296,0065+031E+02D0,e̞ː,e̞ː
6,buru1296,0066,f,f|f
6,buru1296,0068,h,h|h
6,buru1296,0069,i,ɪ|i|i
6,buru1296,0069+02D0,iː,iː
6,buru1296,006A,j,j
6,buru1296,006B,k,k
6,buru1296,006B+02B0,kʰ,kʰ
6,buru1296,006C,l,l
6,buru1296,006D,m,m
6,buru1296,006E,n,n|ɳ
6,buru1296,006F+031E,o̞,ɔ|o̞
6,buru1296,006F+031E+02D0,o̞ː,o̞ː
6,buru1296,0070,p,p
6,buru1296,0070+02B0,pʰ,pf|pʰ|pʰ
6,buru1296,0071,q,q
6,buru1296,0071+02B0,qʰ,qʰ|qʰ
6,buru1296,0072,r,r
6,buru1296,0073,s,s
6,buru1296,0074,t,t
6,buru1296,0074+0073,ts,ts
6,buru1296,0074+0073+02B0,tsʰ,tsʰ
6,buru1296,0074+02B0,tʰ,tʰ
6,buru1296,0074+0320+0283,t̠ʃ,t̠ʃ
6,buru1296,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ
6,buru1296,0075,u,u|y|ʊ|u
6,buru1296,0075+02D0,uː,uː
6,buru1296,0075+0303+02D0,ũː,ũː
6,buru1296,0077,w,w
6,buru1296,007A,z,z
6,buru1296,014B,ŋ,ŋ
6,buru1296,0256,ɖ,ɖ
6,buru1296,0256+0290,ɖʐ,ʐ|ɖʐ
6,buru1296,0261,ɡ,ɡ
6,buru1296,0281,ʁ,ʁ
6,buru1296,0282,ʂ,ʂ
6,buru1296,0283,ʃ,ʃ
6,buru1296,0288,ʈ,ʈ
6,buru1296,0288+0282,ʈʂ,ʈʂ
6,buru1296,0288+0282+02B0,ʈʂʰ,ʈʂʰ
6,buru1296,0288+02B0,ʈʰ,ʈʰ
6,buru1296,0290+0347,ʐ͇,ʐ͇
6,buru1296,02E5+02E6,˥˦,˥˦
6,buru1296,02E7,˧,˧
6,buru1296,02E9+02E8,˩˨,˩˨
6,buru1296,03C7,χ,χ|χ|χ
7,kuru1302,0061,a,a
7,kuru1302,0061+02D0,aː,aː
7,kuru1302,0061+0303,ã,ã
7,kuru1302,0061+0303+02D0,ãː,ãː
7,kuru1302,0062,b,b
7,kuru1302,0062+0324,b̤,b̤
7,kuru1302,0064+0320+0292,d̠ʒ,d̠ʒ
7,kuru1302,0064+0320+0292+02D0,d̠ʒː,d̠ʒː
7,kuru1302,0064+0320+0292+0324,d̠ʒ̤,d̠ʒ̤
7,kuru1302,0064+0324+032A,d̤̪,d̤̪
7,kuru1302,0064+032A,d̪,d̪
7,kuru1302,0064+032A+02D0,d̪ː,d̪ː
7,kuru1302,0065+0303+031E,ẽ̞,ẽ̞
7,kuru1302,0065+0303+031E+02D0,ẽ̞ː,ẽ̞ː
7,kuru1302,0065+031E,e̞,e̞
7,kuru1302,0065+031E+02D0,e̞ː,e̞ː
7,kuru1302,0068,h,h
7,kuru1302,0069,i,i
7,kuru1302,0069+02D0,iː,iː
7,kuru1302,0069+0303,ĩ,ĩ
7,kuru1302,0069+0303+02D0,ĩː,ĩː
7,kuru1302,006A,j,j̃|j|e̯
7,kuru1302,006A+02D0,jː,jː|j̃ː
7,kuru1302,006B,k,k
7,kuru1302,006B+02B0,kʰ,kʰ
7,kuru1302,006B+02D0,kː,kː
7,kuru1302,006C,l,l
7,kuru1302,006C+02D0,lː,lː
7,kuru1302,006D,m,m
7,kuru1302,006E+032A,n̪,n̪|n̪
7,kuru1302,006F+0303+031E,õ̞,õ̞
7,kuru1302,006F+0303+031E+02D0,õ̞ː,õ̞ː
7,kuru1302,006F+031E,o̞,o̞
7,kuru1302,006F+031E+02D0,o̞ː,o̞ː
7,kuru1302,0070,p,p
7,kuru1302,0070+02B0,pʰ,pʰ
7,kuru1302,0070+02D0,pː,pː
7,kuru1302,0072,r,r
7,kuru1302,0072+02D0,rː,rː
7,kuru1302,0072+0320,r̠,r̠|r̠|r̠̃
7,kuru1302,0073+032A,s̪,s̪
7,kuru1302,0073+032A+02D0,s̪ː,s̪ː
7,kuru1302,0074+0320+0283,t̠ʃ,t̠ʃ
7,kuru1302,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ
7,kuru1302,0074+0320+0283+02D0,t̠ʃː,t̠ʃː
7,kuru1302,0074+032A,t̪,t̪
7,kuru1302,0074+032A+02B0,t̪ʰ,t̪ʰ
7,kuru1302,0074+032A+02D0,t̪ː,t̪ː
7,kuru1302,0075,u,u
7,kuru1302,0075+02D0,uː,uː
7,kuru1302,0075+0303,ũ,ũ
7,kuru1302,0075+0303+02D0,ũː,ũː
7,kuru1302,0077,w,o̯|w|w̃
7,kuru1302,0077+02D0,wː,wː|w̃ː
7,kuru1302,014B,ŋ,ɳ|ŋ|ŋ
7,kuru1302,0256,ɖ,ɖ|ɖ
7,kuru1302,0256+02D0,ɖː,ɖː
7,kuru1302,0256+0324,ɖ̤,ɖ̤
7,kuru1302,0259,ə,ɐ|ə|ɪ̈
7,kuru1302,0259+02D0,əː,əː
7,kuru1302,0261,ɡ,ɡ
7,kuru1302,0261+0324,ɡ̤,ɡ̤
7,kuru1302,0273,ɳ,ɳ|ɳ
7,kuru1302,0288,ʈ,ʈ
7,kuru1302,0288+02B0,ʈʰ,ʈʰ
7,kuru1302,0288+02D0,ʈː,ʈː
7,kuru1302,0294,ʔ,ʔ
7,kuru1302,03C7,χ,x|χ
8,telu1262,0061+02D0,aː,aː|a̟ː|aː
8,telu1262,0062,b,b
8,telu1262,0062+02D0,bː,bː
8,telu1262,0062+0324,b̤,b̤
8,telu1262,0064,d,d|ð
8,telu1262,0064+007A,dz,dz|d̠ʒ
8,telu1262,0064+007A+02D0,dzː,dzː|d̠ʒː
8,telu1262,0064+02D0,dː,dː
8,telu1262,0064+0324,d̤,d̤
8,telu1262,0065,e,e|e
8,telu1262,0065+02D0,eː,eː|eː|eː
8,telu1262,0066,f,f
8,telu1262,0069,i,i|i
8,telu1262,0069+02D0,iː,iː|iː
8,telu1262,006A,j,j
8,telu1262,006B,k,k͉|k
8,telu1262,006B+02B0,kʰ,kʰ
8,telu1262,006B+02D0,kː,kː
8,telu1262,006C,l,l̪|l
8,telu1262,006C+02D0,lː,lː
8,telu1262,006D,m,m|w̃
8,telu1262,006D+02D0,mː,mː
8,telu1262,006E,n,ɲ|n|ŋ
8,telu1262,006E+02D0,nː,nː
8,telu1262,006F,o,o|o
8,telu1262,006F+02D0,oː,oː|oː
8,telu1262,006F+031E,o̞,o̞|o̞
8,telu1262,0070,p,p
8,telu1262,0070+02B0,pʰ,pʰ
8,telu1262,0070+02D0,pː,pː
8,telu1262,0072+02D0,rː,rː
8,telu1262,0073,s,s|s
8,telu1262,0074,t,t
8,telu1262,0074+0073,ts,ts|ts
8,telu1262,0074+0073+02D0,tsː,tsː|t̠ʃː
8,telu1262,0074+02D0,tː,tː
8,telu1262,0074+0320+0283,t̠ʃ,t̠ʃ|t̠ʃ
8,telu1262,0075,u,u|u
8,telu1262,0075+02D0,uː,uː|uː
8,telu1262,00E6+02D0,æː,æː|æː
8,telu1262,0251,ɑ,ɑ|ɑ
8,telu1262,0252+02D0,ɒː,ɒː|ɒː
8,telu1262,0254+02D0,ɔː,ɔː|ɔː
8,telu1262,0256,ɖ,ɖ|ɽ
8,telu1262,0256+02D0,ɖː,ɖː
8,telu1262,0256+0324,ɖ̤,ɖ̤
8,telu1262,0259,ə,ɐ|ə|ə
8,telu1262,025B,ɛ,ɛ|ɛ
8,telu1262,025B+02D0,ɛː,ɛː|ɛː
8,telu1262,0261,ɡ,ɡ|ɡ͉
8,telu1262,0261+02D0,ɡː,ɡː
8,telu1262,0261+0324,ɡ̤,ɡ̤
8,telu1262,0266,ɦ,ɦ
8,telu1262,026A,ɪ,ɪ|ɪ
8,telu1262,026A+02D0,ɪː,ɪː|ɪː
8,telu1262,026D,ɭ,ɭ
8,telu1262,026D+02D0,ɭː,ɭː
8,telu1262,0273,ɳ,ɳ
8,telu1262,027E,ɾ,ɾ
8,telu1262,0282,ʂ,ʂ
8,telu1262,0283,ʃ,ʃ|ʃ
8,telu1262,0288,ʈ,ʈ
8,telu1262,0288+02B0,ʈʰ,ʈʰ
8,telu1262,0288+02D0,ʈː,ʈː
8,telu1262,028A,ʊ,ʊ|ʊ
8,telu1262,028A+02D0,ʊː,ʊː|ʊː
8,telu1262,03B2+031E,β̞,w|β̞
8,telu1262,03B2+031E+02D0,β̞ː,β̞ː
9,kota1263,0061,a,a
9,kota1263,0061+02D0,aː,aː
9,kota1263,0062,b,bʲ|b
9,kota1263,0064,d,dʲ|d
9,kota1263,0064+0320+0292,d̠ʒ,d̠ʒ|z|zʲ|d̠ʒʲ
9,kota1263,0064+032A,d̪,ð|d̪ʲ|d̪ð|d̪
9,kota1263,0065+031E,e̞,ee̞|e̞
9,kota1263,0065+031E+02D0,e̞ː,e̞ː|ee̞ː
9,kota1263,0069,i,i
9,kota1263,0069+02D0,iː,iː
9,kota1263,006A,j,j
9,kota1263,006B+02B0,kʰ,k|kʰʲ|kʰ
9,kota1263,006C,l,lʲ|l
9,kota1263,006D,m,mʲ|m
9,kota1263,006E,n,nʲ|n̚|n̚ʲ|n
9,kota1263,006F+031E,o̞,o̞|oo̞
9,kota1263,006F+031E+02D0,o̞ː,oo̞ː|o̞ː
9,kota1263,0070+02B0,pʰ,pʰ|pʰʲ|p
9,kota1263,0072,r,ɾ|rʲ|r
9,kota1263,0074+02B0,tʰ,tʰʲ|t|tʰ
9,kota1263,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ|t̠ʃ|sʲ|s|t̠ʃʰʲ
9,kota1263,0074+032A+02B0,t̪ʰ,t̪ʰʲ|t̪|t̪ʰ
9,kota1263,0075,u,u
9,kota1263,0075+02D0,uː,uː
9,kota1263,0076,v,vʲ|v
9,kota1263,014B,ŋ,ŋʲ|ŋ
9,kota1263,0256,ɖ,ɖʲ|ɖ
9,kota1263,0259,ə,ə
9,kota1263,0261,ɡ,ɡʲ|ɡɣ|ɡ|ɣ
9,kota1263,026D,ɭ,ɭʲ|ɭ
9,kota1263,0273,ɳ,ɳ|ɳʲ
9,kota1263,027D,ɽ,ɽʲ|ɽ
9,kota1263,0282,ʂ,ʂ
9,kota1263,0288+02B0,ʈʰ,ʈ|ʈʰʲ|ʈʰ
10,mund1320,0061,a,a̟|a|ã|ə|ʌ
10,mund1320,0062+0324,b̤,b̤
10,mund1320,0064+0320+0292+0324,d̠ʒ̤,d̠ʒ̤
10,mund1320,0064+0324,d̤,d̤
10,mund1320,0065+031E,e̞,e̞|ẽ̞
10,mund1320,0068,h,h
10,mund1320,006A,j,j
10,mund1320,006B,k,k|k
10,mund1320,006B+02B0,kʰ,kʰ
10,mund1320,006C,l,l
10,mund1320,006D,m,m
10,mund1320,006E,n,ɲ|j̃|n|ŋ
10,mund1320,006F+031E,o̞,õ̞|o̞
10,mund1320,0070,p,p|p̚ˀ
10,mund1320,0070+02B0,pʰ,pʰ
10,mund1320,0072,r,r
10,mund1320,0073,s,s
10,mund1320,0074,t,nˀ|t|t̚ˀ
10,mund1320,0074+02B0,tʰ,tʰ
10,mund1320,0074+0320+0283,t̠ʃ,t̠ʃ
10,mund1320,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ
10,mund1320,0077,w,w
10,mund1320,014B+02D0,ŋː,ŋː
10,mund1320,0256+0324,ɖ̤,ɖ̤
10,mund1320,0261+0324,ɡ̤,ɡ̤
10,mund1320,026A,ɪ,ɪ̃|ɪ
10,mund1320,026D,ɭ,ɭ
10,mund1320,0273,ɳ,ɳ|ɽ̃
10,mund1320,0288,ʈ,ʈ̚ˀ|ʈ
10,mund1320,0288+02B0,ʈʰ,ʈʰ
10,mund1320,028A,ʊ,ʊ̃|ʊ
10,mund1320,0294,ʔ,ʔ|ʔ
10,mund1320,02C0+0062,ˀb,ˀbʷ|ˀb
10,mund1320,02C0+0064,ˀd,ˀd
10,mund1320,02C0+0064+0320+0292,ˀd̠ʒ,ˀd̠ʒ
10,mund1320,02C0+0256,ˀɖ,ˀɖ|ɽ
10,mund1320,02C0+0261,ˀɡ,ˀɡ
11,khar1287,0061,a,ə|a
11,khar1287,0061+0303,ã,ã
11,khar1287,0062,b,b̚ˀ|b
11,khar1287,0062+0324,b̤,b̤
11,khar1287,0064,d,d
11,khar1287,0064+0320+0292,d̠ʒ,ɟ̚ˀ|d̠ʒ
11,khar1287,0064+0320+0292+0324,d̠ʒ̤,d̠ʒ̤
11,khar1287,0064+0324,d̤,d̤
11,khar1287,0065,e,ɛ|e
11,khar1287,0069,i,i|ɪ
11,khar1287,0069+0303,ĩ,ĩ
11,khar1287,006A,j,ɛ̯|j
11,khar1287,006B,k,k
11,khar1287,006B+02B0,kʰ,kʰ
11,khar1287,006C,l,ɭ|l|lˠ|l̩
11,khar1287,006D,m,m|m̩
11,khar1287,006E,n,n̩|n̪|ɽ̃|ɳ|n
11,khar1287,006F,o,ɔ|o
11,khar1287,006F+0303,õ,õ
11,khar1287,0070,p,p
11,khar1287,0070+02B0,pʰ,f|pʰ
11,khar1287,0073,s,s
11,khar1287,0074,t,t̪|t
11,khar1287,0074+02B0,tʰ,tʰ
11,khar1287,0074+0320+0283,t̠ʃ,t̠ʃ
11,khar1287,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ
11,khar1287,0075,u,ʊ|u
11,khar1287,0075+0303,ũ,ũ
11,khar1287,0077,w,w|ɔ̯
11,khar1287,014B,ŋ,ŋ̩|ŋ̟|ŋ
11,khar1287,0256,ɖ,ɖ|d̚ˀ|ɖ̚ˀ
11,khar1287,0256+0324,ɖ̤,ɽ̤|ɖ̤
11,khar1287,025B+0303,ɛ̃,ɛ̃
11,khar1287,0261,ɡ,ɡ|ʔ
11,khar1287,0261+0324,ɡ̤,ɡ̤
11,khar1287,0266,ɦ,ɦ
11,khar1287,0272,ɲ,ɲ|ɲ̩
11,khar1287,027D,ɽ,ɽ
11,khar1287,027E,ɾ,ɾ|r
11,khar1287,0288,ʈ,ʈ
11,khar1287,0288+02B0,ʈʰ,ʈʰ
12,khas1269,0061,a,a|a
12,khas1269,0061+02D0,aː,aː|aː
12,khas1269,0062,b,b
12,khas1269,0064,d,d
12,khas1269,0064+0320+0292,d̠ʒ,c̚|d̠ʒ
12,khas1269,0065,e,ɛ|e|ɛː|eː
12,khas1269,0068,h,h
12,khas1269,0069,i,ɪ|iː|i
12,khas1269,006B,k,k|k̚
12,khas1269,006B+02B0,kʰ,kʰ
12,khas1269,006D,m,m|m̩
12,khas1269,006E,n,n̩|n
12,khas1269,006F,o,ɔ|o|ɔː|oː
12,khas1269,0070,p,p̚|p
12,khas1269,0070+02B0,pʰ,pʰ|ɸ
12,khas1269,0072,r,r|r̩
12,khas1269,0073,s,s
12,khas1269,0074,t,t|t̚
12,khas1269,0074+02B0,tʰ,tʰ
12,khas1269,0075,u,ʊ|u|uː
12,khas1269,014B,ŋ,ŋ̩|ŋ
12,khas1269,0259,ə,ə
12,khas1269,026A+032F,ɪ̯,ɪ̯̥|ɪ̯
12,khas1269,026D,ɭ,ɭ̩|ɭ
12,khas1269,0272,ɲ,ɲ
